src1_port2_qdepth_max,src1_port2_mbps_mean,src1_port2_mbps_std,src1_port3_qdepth_max,src1_port3_mbps_mean,src1_port3_mbps_std,src1_port4_qdepth_max,src1_port4_mbps_mean,src1_port4_mbps_std,src1_port5_qdepth_max,src1_port5_mbps_mean,src1_port5_mbps_std,src1_port2_mbps_cv,src1_port2_load_util,src1_port3_mbps_cv,src1_port3_load_util,src1_port4_mbps_cv,src1_port4_load_util,src1_port5_mbps_cv,src1_port5_load_util,qdepth_max_imbalance,mbps_imbalance,total_qdepth_max,Total_Load_Mbps,Weight_Port2,Capacity_Port2,Weight_Port3,Capacity_Port3,Weight_Port4,Capacity_Port4,Weight_Port5,Capacity_Port5,Label_Latency_ms,Label_Latency_p99_ms,Label_Jitter_ms,Label_Loss_Rate
64,0.7227,0.1171,64,0.7043,0.1172,40,0.9546,0.2016,40,0.951,0.2157,0.162,0.9034,0.1664,0.8804,0.2112,0.7955,0.2268,0.7925,24,0.1198,208,3.9,5,0.8,5,0.8,5,1.2,5,1.2,1784.7819540229884,2847.42,32.071879813893865,3.9322617680826637
5,0.2224,0.0837,6,0.2162,0.0783,5,0.1987,0.0739,4,0.2123,0.0781,0.3763,0.278,0.3622,0.2702,0.3719,0.1656,0.3679,0.1769,2,0.0087,20,2.64,3,0.8,3,0.8,3,1.2,3,1.2,6002.4271874999995,9150.94,293.093679859372,11.321548821548822
0,0.0,0.0,0,0.0,0.0,5,1.0578,0.1247,5,1.0677,0.1375,0.0,0.0,0.0,0.0,0.1179,0.8815,0.1288,0.8898,5,0.5314,10,2.1,1,0.8,1,0.8,8,1.2,8,1.2,44.748000000000005,109.34000000000017,15.4873967808903,0.0
5,0.4241,0.1033,6,0.4323,0.0897,7,0.5653,0.1346,6,0.5688,0.14,0.2436,0.5301,0.2075,0.5404,0.2381,0.4711,0.2461,0.474,2,0.0695,24,1.96,2,0.8,2,0.8,3,1.2,3,1.2,93.68489999999998,546.02,21.0016315633914,0.0
6,0.3321,0.079,5,0.3314,0.0928,18,1.0023,0.2123,18,0.9937,0.2115,0.2379,0.4151,0.28,0.4142,0.2118,0.8352,0.2128,0.8281,13,0.3331,47,9.0,2,0.8,2,0.8,3,1.2,3,1.2,4765.417916666666,8260.2,129.9988835572701,60.92039800995025
6,0.4787,0.0859,6,0.4768,0.0874,7,0.8474,0.1411,8,0.8588,0.1513,0.1794,0.5984,0.1833,0.596,0.1665,0.7062,0.1762,0.7157,2,0.1877,27,2.66,2,0.8,2,0.8,3,1.2,3,1.2,80.2242,267.3700000000002,24.74305434877536,0.0
64,0.733,0.1052,64,0.7331,0.1126,13,0.8002,0.1808,11,0.8102,0.1854,0.1435,0.9162,0.1536,0.9164,0.2259,0.6668,0.2288,0.6752,53,0.0362,152,5.39,2,0.8,2,0.8,3,1.2,3,1.2,2214.951707317073,3989.6,47.754503898694445,32.06724782067248
44,0.7162,0.1487,44,0.7304,0.1259,7,0.76,0.1791,7,0.7822,0.1771,0.2076,0.8952,0.1724,0.913,0.2357,0.6333,0.2264,0.6518,37,0.0257,102,7.56,2,0.8,2,0.8,3,1.2,3,1.2,5109.515094339622,7599.0,75.51873961062034,40.40195064282548
7,0.7436,0.1229,6,0.7417,0.1214,6,0.8843,0.1459,6,0.8646,0.1469,0.1653,0.9295,0.1637,0.9271,0.165,0.7369,0.1699,0.7205,1,0.0663,25,3.25,2,0.8,2,0.8,2,1.2,2,1.2,72.0677,149.05,19.15590632867746,0.0
54,0.6926,0.1504,54,0.6763,0.162,64,1.0541,0.2414,64,1.0413,0.2454,0.2172,0.8657,0.2395,0.8454,0.229,0.8784,0.2357,0.8678,10,0.1818,236,7.5,4,0.8,4,0.8,4,1.2,4,1.2,4509.081403508772,7228.44,100.48102922868966,38.3054892601432
64,0.7225,0.1096,64,0.7293,0.1043,5,0.7517,0.1509,4,0.7427,0.1533,0.1517,0.9031,0.143,0.9116,0.2007,0.6264,0.2064,0.6189,60,0.0114,137,3.6,4,0.8,4,0.8,4,1.2,4,1.2,919.8733823529411,1246.7399999999998,15.159730785197329,12.251243781094526
5,0.1314,0.0475,4,0.1489,0.0562,9,0.3079,0.1091,9,0.3254,0.118,0.3615,0.1642,0.3774,0.1861,0.3543,0.2566,0.3626,0.2712,5,0.0887,27,0.88,2,0.8,2,0.8,3,1.2,3,1.2,238.38619999999995,827.02,98.11381359434094,0.0
64,0.7182,0.0721,64,0.727,0.0771,1,0.22,0.0475,1,0.1864,0.0451,0.1004,0.8978,0.1061,0.9088,0.2159,0.1833,0.242,0.1553,63,0.26,130,2.0,7,0.8,7,0.8,2,1.2,2,1.2,602.4197916666667,991.3499999999999,8.892622831977054,1.2849162011173185
64,0.7282,0.1148,64,0.7288,0.1152,44,1.1119,0.1958,44,1.1215,0.1837,0.1576,0.9102,0.1581,0.911,0.1761,0.9266,0.1638,0.9346,20,0.1941,216,5.61,2,0.8,2,0.8,3,1.2,3,1.2,3231.8685714285716,5074.1,51.38006621700904,18.560606060606062
64,0.7217,0.1103,64,0.7152,0.1135,64,1.14,0.1817,64,1.1398,0.1751,0.1528,0.9021,0.1587,0.894,0.1594,0.95,0.1536,0.9498,0,0.2107,256,5.1,2,0.8,2,0.8,3,1.2,3,1.2,1485.83,2502.78,24.299015637816076,20.087719298245617
64,0.7334,0.1031,64,0.7387,0.1043,51,0.9963,0.1877,51,1.0083,0.1874,0.1406,0.9168,0.1412,0.9234,0.1884,0.8302,0.1859,0.8402,13,0.1332,230,6.12,2,0.8,2,0.8,3,1.2,3,1.2,1323.3431818181818,1985.65,19.01307196176465,34.64912280701755
4,0.4155,0.0989,4,0.3681,0.0814,9,0.9123,0.2003,8,0.9175,0.2039,0.238,0.5194,0.2211,0.4601,0.2196,0.7602,0.2222,0.7646,5,0.2621,25,6.4,2,0.8,2,0.8,3,1.2,3,1.2,5298.724259259259,7562.81,117.848695367225,48.05944055944056
5,0.4293,0.0701,4,0.4269,0.0717,4,0.5612,0.0982,4,0.5667,0.0998,0.1633,0.5366,0.168,0.5336,0.175,0.4677,0.1761,0.4722,1,0.068,17,1.96,2,0.8,2,0.8,3,1.2,3,1.2,58.51369999999998,198.63000000000034,21.60557075395635,0.0
64,0.7035,0.1248,64,0.7165,0.1267,23,0.978,0.2179,24,0.974,0.2262,0.1774,0.8794,0.1768,0.8956,0.2228,0.815,0.2322,0.8117,41,0.1331,175,5.2,1,0.8,1,0.8,1,1.2,1,1.2,3752.895138888889,5671.8,66.2107089255536,18.070477009024493
15,0.7061,0.1331,15,0.7065,0.1309,5,0.6601,0.1176,5,0.6565,0.1278,0.1885,0.8826,0.1853,0.8831,0.1782,0.5501,0.1947,0.5471,10,0.024,40,10.5,4,0.8,4,0.8,4,1.2,4,1.2,5452.903809523809,8449.27,118.69965411980378,64.68893394514993
6,0.6133,0.097,5,0.5978,0.1023,8,1.0467,0.1603,8,1.0608,0.1603,0.1582,0.7666,0.1711,0.7472,0.1531,0.8722,0.1511,0.884,3,0.2242,27,3.3,3,0.8,3,0.8,3,1.2,3,1.2,65.4136,174.02,13.699587712490064,0.0
5,0.3918,0.1349,5,0.4382,0.1382,2,0.2922,0.1015,2,0.2992,0.1053,0.3443,0.4898,0.3154,0.5478,0.3474,0.2435,0.3519,0.2493,3,0.0619,14,3.06,2,0.8,2,0.8,2,1.2,2,1.2,4847.303802816901,7708.5,194.74082663619276,8.78721859114016
64,0.7284,0.1076,64,0.7312,0.1047,2,0.6119,0.0953,2,0.5938,0.0976,0.1477,0.9105,0.1432,0.914,0.1557,0.5099,0.1644,0.4948,62,0.0638,132,3.6,7,0.8,7,0.8,2,1.2,2,1.2,880.664406779661,1103.48,14.531787817486938,22.067039106145252
3,0.3402,0.0633,3,0.3341,0.0665,7,0.719,0.1335,7,0.7218,0.1318,0.1861,0.4252,0.199,0.4176,0.1857,0.5992,0.1826,0.6015,4,0.1916,20,2.09,2,0.8,2,0.8,3,1.2,3,1.2,73.8512,243.0,27.353983212417948,0.0
4,0.2453,0.0569,3,0.2275,0.0631,64,1.1419,0.1958,64,1.1376,0.198,0.232,0.3066,0.2774,0.2844,0.1715,0.9516,0.1741,0.948,61,0.4517,135,10.05,2,0.8,2,0.8,3,1.2,3,1.2,4346.009615384615,6953.82,116.919079722202,64.65546031392631
64,0.7205,0.1135,64,0.7226,0.1191,2,0.3662,0.0793,2,0.3609,0.0719,0.1575,0.9006,0.1648,0.9032,0.2165,0.3052,0.1992,0.3008,62,0.179,132,2.52,2,0.8,2,0.8,3,1.2,3,1.2,853.6183132530122,1195.8,19.346210984267152,7.187222715173027
13,0.6284,0.1379,13,0.632,0.1445,12,0.7904,0.2051,13,0.7933,0.2095,0.2194,0.7855,0.2286,0.79,0.2595,0.6587,0.2641,0.6611,1,0.0808,51,10.4,2,0.8,2,0.8,3,1.2,3,1.2,5255.202380952381,8087.74,116.08229259668859,63.74784853700516
5,0.4275,0.1031,5,0.4245,0.0928,12,0.9774,0.1941,11,1.0057,0.2057,0.2412,0.5344,0.2186,0.5306,0.1986,0.8145,0.2045,0.8381,7,0.283,33,8.6,2,0.8,2,0.8,3,1.2,3,1.2,5001.819268292683,8135.0,143.4792357820851,57.048458149779734
44,0.6884,0.1029,44,0.6949,0.1014,64,1.1497,0.1796,64,1.1503,0.1577,0.1495,0.8605,0.1459,0.8686,0.1562,0.9581,0.1371,0.9586,20,0.2292,216,4.44,1,0.8,1,0.8,1,1.2,1,1.2,672.8956,1084.02,12.97793931297747,10.42296072507553
64,0.7072,0.1524,64,0.7115,0.1472,8,0.4261,0.1804,8,0.4258,0.1795,0.2155,0.884,0.2069,0.8894,0.4234,0.3551,0.4216,0.3548,56,0.1417,144,10.5,4,0.8,4,0.8,4,1.2,4,1.2,5885.275000000001,8765.78,177.0428389109326,66.46425908170875
4,0.6004,0.1026,3,0.6097,0.0923,44,1.142,0.1824,44,1.1451,0.1724,0.1709,0.7505,0.1514,0.7621,0.1597,0.9517,0.1506,0.9542,41,0.2693,95,3.6,4,0.8,4,0.8,3,1.2,3,1.2,53.0091,160.06000000000003,16.89975295193584,0.0
11,0.4192,0.1462,12,0.4379,0.1332,3,0.2003,0.0661,4,0.2053,0.0691,0.3488,0.524,0.3042,0.5474,0.33,0.1669,0.3366,0.1711,9,0.1131,30,2.76,3,0.8,3,0.8,2,1.2,2,1.2,4981.4154687499995,7763.53,176.2213475077143,6.642512077294686
64,0.723,0.0874,64,0.7268,0.094,0,0.0,0.0,0,0.0,0.0,0.1209,0.9038,0.1293,0.9085,0.0,0.0,0.0,0.0,64,0.3625,128,2.0,7,0.8,7,0.8,2,1.2,2,1.2,862.8949350649351,1055.24,8.675268303771356,21.005586592178773
6,0.3686,0.117,7,0.39,0.1072,16,0.8511,0.2458,16,0.874,0.2273,0.3174,0.4607,0.2749,0.4875,0.2888,0.7093,0.2601,0.7283,10,0.2419,45,7.2,2,0.8,2,0.8,3,1.2,3,1.2,5372.099310344828,8086.03,139.73233062677664,52.6863354037267
17,0.6872,0.1211,18,0.6823,0.1018,64,1.1357,0.1867,64,1.137,0.1801,0.1762,0.859,0.1492,0.8529,0.1644,0.9464,0.1584,0.9475,47,0.2258,163,5.4,2,0.8,2,0.8,3,1.2,3,1.2,2559.7563529411764,4311.0,75.16979405893973,18.262852404643446
39,0.5704,0.1531,40,0.574,0.1662,64,1.1249,0.2214,64,1.1301,0.2142,0.2684,0.713,0.2895,0.7175,0.1968,0.9374,0.1895,0.9418,25,0.2777,207,6.12,2,0.8,2,0.8,3,1.2,3,1.2,2181.4059770114945,4185.7,65.8838756219663,34.192251461988306
64,0.7379,0.1061,64,0.7382,0.1076,5,0.6397,0.113,5,0.6665,0.1144,0.1438,0.9224,0.1458,0.9228,0.1766,0.5331,0.1716,0.5554,59,0.0435,138,5.2,2,0.8,2,0.8,3,1.2,3,1.2,957.5669565217391,1195.4999999999998,6.855233798429497,43.69621342512909
64,0.7367,0.0984,64,0.7232,0.1057,64,1.1361,0.1586,64,1.1306,0.1897,0.1336,0.9209,0.1462,0.904,0.1396,0.9468,0.1678,0.9422,0,0.2018,256,6.5,2,0.8,2,0.8,3,1.2,3,1.2,2230.599,3496.45,31.488859422081948,30.499139414802066
64,0.7148,0.1124,64,0.719,0.114,26,1.0579,0.1863,26,1.055,0.1811,0.1572,0.8935,0.1586,0.8988,0.1761,0.8816,0.1717,0.8792,38,0.1698,180,4.29,1,0.8,1,0.8,1,1.2,1,1.2,1700.4385714285713,2485.57,17.923518416992046,6.232073011734029
6,0.3768,0.1043,7,0.3589,0.0797,13,0.7901,0.177,13,0.7722,0.1872,0.2768,0.471,0.2221,0.4486,0.224,0.6584,0.2424,0.6435,7,0.2068,39,11.0,4,0.8,4,0.8,4,1.2,4,1.2,5521.181470588235,8952.12,154.98100715686158,70.74435631482612
64,0.7199,0.1245,64,0.7205,0.1214,12,0.7792,0.1876,11,0.784,0.1946,0.1729,0.8999,0.1685,0.9006,0.2408,0.6493,0.2482,0.6533,53,0.0307,151,4.2,5,0.8,5,0.8,4,1.2,4,1.2,2471.0964788732394,3750.2,22.742596091883264,12.953091684434966
4,0.2776,0.1048,4,0.2822,0.0976,4,0.2721,0.0979,5,0.2685,0.0981,0.3775,0.347,0.3459,0.3528,0.3598,0.2268,0.3654,0.2238,1,0.0052,17,2.12,3,0.8,3,0.8,3,1.2,3,1.2,4586.742,7393.32,219.42072653859108,8.280922431865829
2,0.4243,0.0543,2,0.3894,0.053,3,0.8035,0.0755,4,0.8252,0.0895,0.128,0.5304,0.1361,0.4868,0.094,0.6696,0.1085,0.6877,2,0.2043,11,2.4,2,0.8,2,0.8,7,1.2,7,1.2,28.780099999999997,77.9060000000001,11.759133071080903,0.0
64,0.7128,0.1187,64,0.7223,0.1205,8,0.9109,0.1686,8,0.9,0.1708,0.1665,0.891,0.1668,0.9029,0.1851,0.7591,0.1898,0.75,56,0.0941,144,3.6,2,0.8,2,0.8,3,1.2,3,1.2,925.965,1250.6000000000001,14.1951694582245,5.286069651741294
3,0.3478,0.0621,3,0.3183,0.059,6,0.596,0.1062,6,0.6168,0.0972,0.1786,0.4348,0.1854,0.3979,0.1782,0.4967,0.1576,0.514,3,0.1373,18,1.87,2,0.8,2,0.8,3,1.2,3,1.2,55.1069,248.44000000000023,18.35588142171037,0.0
20,0.5252,0.147,20,0.5207,0.1573,64,1.0307,0.2066,64,1.0332,0.2078,0.2799,0.6565,0.3021,0.6509,0.2004,0.8589,0.2011,0.861,44,0.2545,168,8.64,2,0.8,2,0.8,3,1.2,3,1.2,4517.809827586207,6646.41,59.33072571362665,51.73395445134575
6,0.5914,0.1137,5,0.5696,0.1159,64,1.1445,0.1571,64,1.1459,0.1592,0.1923,0.7392,0.2035,0.712,0.1373,0.9538,0.1389,0.9549,59,0.2825,139,3.9,2,0.8,2,0.8,3,1.2,3,1.2,170.2541,552.3900000000002,17.1122560053526,6.332378223495702
64,0.7113,0.1016,64,0.7133,0.101,9,0.8671,0.145,9,0.8813,0.142,0.1428,0.8891,0.1416,0.8916,0.1672,0.7226,0.1611,0.7344,55,0.0811,146,3.48,2,0.8,2,0.8,3,1.2,3,1.2,836.4417777777777,1165.29,15.047593053177309,4.1184041184041185
11,0.6525,0.1104,11,0.6663,0.1104,4,0.6695,0.1171,4,0.6591,0.1233,0.1692,0.8156,0.1657,0.8329,0.1749,0.5579,0.1871,0.5492,7,0.0066,30,2.64,3,0.8,3,0.8,2,1.2,2,1.2,104.11869999999999,265.03000000000003,18.357170316945044,0.0
64,0.7137,0.1639,64,0.7149,0.1694,64,0.7969,0.2798,64,0.8022,0.2901,0.2296,0.8921,0.237,0.8936,0.3511,0.6641,0.3616,0.6685,0,0.0427,256,12.5,4,0.8,4,0.8,4,1.2,4,1.2,4548.2109375,7075.41,121.70489819538443,52.45212099516735
64,0.7154,0.1106,64,0.7326,0.1137,2,0.6018,0.102,2,0.596,0.1045,0.1546,0.8942,0.1552,0.9158,0.1695,0.5015,0.1753,0.4967,62,0.0629,132,3.3,3,0.8,3,0.8,5,1.2,5,1.2,870.997972972973,1085.05,14.547759058677707,15.332428765264586
12,0.4286,0.135,13,0.4252,0.1255,4,0.1905,0.0708,3,0.1924,0.063,0.315,0.5357,0.2952,0.5315,0.3717,0.1588,0.3274,0.1603,10,0.1177,32,1.96,2,0.8,2,0.8,2,1.2,2,1.2,3044.30387755102,5831.4400000000005,140.99658319941724,0.22675736961451248
1,0.1573,0.0455,1,0.1446,0.0366,64,1.1053,0.1291,64,1.1079,0.1334,0.2893,0.1966,0.2531,0.1808,0.1168,0.9211,0.1204,0.9233,63,0.4778,130,2.7,1,0.8,1,0.8,8,1.2,8,1.2,490.63536842105265,760.36,11.737802768698423,2.36318407960199
64,0.6638,0.152,64,0.6651,0.1534,64,1.0177,0.2384,64,1.0026,0.2438,0.229,0.8297,0.2306,0.8314,0.2343,0.8481,0.2432,0.8355,0,0.1729,256,4.5,2,0.8,2,0.8,3,1.2,3,1.2,2388.3303488372094,4325.6,59.79725692425375,8.581349206349206
15,0.6243,0.1401,15,0.6373,0.1467,18,0.977,0.2202,17,0.9909,0.2187,0.2244,0.7804,0.2302,0.7966,0.2254,0.8142,0.2207,0.8258,3,0.1767,65,9.9,2,0.8,2,0.8,3,1.2,3,1.2,4952.815531914894,6984.46,88.2358901655168,58.85940146809712
64,0.7169,0.1066,64,0.7203,0.0966,1,0.304,0.0647,2,0.3018,0.0763,0.1487,0.8961,0.1341,0.9004,0.2128,0.2533,0.2528,0.2515,63,0.2079,131,2.4,2,0.8,2,0.8,3,1.2,3,1.2,824.3082352941178,1108.16,14.44459850096842,9.514925373134329
2,0.2833,0.0645,2,0.2981,0.054,7,0.9607,0.1494,7,0.9496,0.1503,0.2277,0.3541,0.1811,0.3726,0.1555,0.8006,0.1583,0.7913,5,0.3323,18,2.47,2,0.8,2,0.8,3,1.2,3,1.2,45.556000000000004,195.02,18.11067176605053,0.0
16,0.5603,0.1312,16,0.5495,0.1283,64,1.1411,0.1768,64,1.1412,0.1715,0.2342,0.7004,0.2335,0.6869,0.1549,0.9509,0.1503,0.951,48,0.2931,160,8.68,2,0.8,2,0.8,3,1.2,3,1.2,4013.395593220339,6446.240000000001,86.4659520888292,48.99432697266632
64,0.7219,0.1068,64,0.7278,0.1113,0,0.0,0.0,0,0.0,0.0,0.1479,0.9024,0.1529,0.9098,0.0,0.0,0.0,0.0,64,0.3624,128,2.5,3,0.8,3,0.8,2,1.2,2,1.2,908.967323943662,1056.2,13.716000542176271,36.38392857142857
64,0.6759,0.1868,64,0.6827,0.19,53,0.8406,0.2218,54,0.8431,0.2469,0.2764,0.8449,0.2783,0.8534,0.2639,0.7005,0.2928,0.7026,11,0.0813,235,12.5,4,0.8,4,0.8,4,1.2,4,1.2,4613.361764705882,8631.61,142.738674847891,63.80313199105145
64,0.7196,0.1223,64,0.7149,0.1209,18,1.0245,0.2276,18,1.0012,0.2442,0.17,0.8995,0.1691,0.8936,0.2222,0.8538,0.2439,0.8343,46,0.148,164,4.2,5,0.8,5,0.8,5,1.2,5,1.2,1577.224456521739,3162.98,35.58443802871527,4.450959488272921
9,0.2861,0.0911,8,0.287,0.0911,6,0.2252,0.0756,7,0.2135,0.0722,0.3184,0.3576,0.3174,0.3587,0.3357,0.1877,0.3382,0.1779,3,0.0339,30,3.18,3,0.8,3,0.8,4,1.2,4,1.2,5957.874528301886,8963.96,331.53526303272514,26.80880810905278
1,0.1609,0.0354,1,0.143,0.0367,10,0.9143,0.1135,10,0.9027,0.1204,0.22,0.2011,0.2566,0.1787,0.1241,0.7619,0.1334,0.7522,9,0.3784,22,2.1,2,0.8,2,0.8,7,1.2,7,1.2,40.65,149.2100000000001,42.52950543802716,0.0
2,0.2214,0.0327,2,0.2334,0.0287,3,0.3263,0.0362,3,0.3456,0.0425,0.1477,0.2768,0.123,0.2917,0.1109,0.2719,0.123,0.288,1,0.0549,10,1.1,2,0.8,2,0.8,3,1.2,3,1.2,24.581300000000002,134.3500000000007,15.550616770673269,0.0
24,0.6822,0.1531,23,0.6865,0.1667,7,0.7135,0.1911,8,0.7123,0.1704,0.2244,0.8528,0.2428,0.8581,0.2678,0.5946,0.2392,0.5936,17,0.0144,62,9.0,2,0.8,2,0.8,3,1.2,3,1.2,5559.61914893617,7635.76,71.76195428576716,49.87571464081531
2,0.2803,0.0626,2,0.27,0.0617,4,0.9446,0.1385,7,0.9545,0.1507,0.2233,0.3504,0.2285,0.3375,0.1466,0.7872,0.1579,0.7954,5,0.3372,15,2.43,2,0.8,2,0.8,3,1.2,3,1.2,29.574,138.04000000000002,14.900811230619217,0.0
64,0.7365,0.1058,64,0.7333,0.102,4,0.7653,0.1599,4,0.7911,0.1622,0.1437,0.9206,0.1391,0.9166,0.2089,0.6378,0.205,0.6592,60,0.0235,136,5.46,2,0.8,2,0.8,3,1.2,3,1.2,3536.6568965517245,5431.89,54.15754825965732,25.8698321735571
8,0.5171,0.1199,8,0.5184,0.138,64,1.142,0.2019,64,1.141,0.2014,0.2319,0.6464,0.2662,0.648,0.1768,0.9517,0.1765,0.9508,56,0.3119,144,6.2,2,0.8,2,0.8,3,1.2,3,1.2,3731.7063999999996,6358.6,78.8569285147703,29.817590753115404
64,0.7105,0.1126,64,0.6985,0.1205,17,0.7417,0.155,17,0.7113,0.1493,0.1585,0.8881,0.1725,0.8731,0.209,0.6181,0.2099,0.5928,47,0.016,162,3.19,3,0.8,3,0.8,2,1.2,2,1.2,976.2243820224719,1451.2000000000003,50.7256949731789,5.335205335205336
62,0.5145,0.2006,61,0.5389,0.2004,57,0.5981,0.3119,62,0.6124,0.305,0.3899,0.6431,0.3719,0.6736,0.5215,0.4984,0.498,0.5103,5,0.0405,242,9.0,4,0.8,4,0.8,4,1.2,4,1.2,5508.26705882353,8653.59,80.38404389546638,51.90896654644944
7,0.4698,0.0868,6,0.4426,0.0795,19,1.0447,0.1806,19,1.0424,0.172,0.1848,0.5872,0.1796,0.5532,0.1729,0.8706,0.165,0.8687,13,0.2938,51,3.0,3,0.8,3,0.8,4,1.2,4,1.2,97.16159999999999,351.48000000000025,13.98145107292939,0.0
8,0.1378,0.0559,8,0.1368,0.0714,9,0.2105,0.088,9,0.2216,0.092,0.4057,0.1722,0.5219,0.171,0.4181,0.1754,0.4152,0.1847,1,0.0396,34,1.36,2,0.8,2,0.8,3,1.2,3,1.2,4312.562643678161,7524.14,258.8095602529279,5.88235294117647
64,0.7252,0.1048,64,0.7317,0.0983,1,0.2184,0.0568,2,0.1861,0.0623,0.1445,0.9065,0.1343,0.9146,0.2601,0.182,0.3348,0.1551,63,0.2634,131,3.2,8,0.8,8,0.8,1,1.2,1,1.2,968.7581538461538,1153.6,8.677825719661504,37.53491620111732
4,0.3532,0.0578,4,0.3367,0.0546,3,0.4271,0.0716,3,0.4239,0.0756,0.1636,0.4415,0.1622,0.4209,0.1676,0.3559,0.1783,0.3532,1,0.0407,14,1.53,2,0.8,2,0.8,3,1.2,3,1.2,28.123399999999997,117.29000000000015,11.28616413293767,0.0
4,0.5152,0.0657,3,0.4958,0.0654,8,1.0052,0.1241,7,1.0014,0.1094,0.1275,0.644,0.1319,0.6198,0.1235,0.8377,0.1092,0.8345,5,0.249,22,2.97,2,0.8,2,0.8,3,1.2,3,1.2,38.072599999999994,120.9800000000005,12.804653822033456,0.0
64,0.7243,0.1283,64,0.7329,0.1326,7,0.7116,0.2045,8,0.7004,0.1936,0.1771,0.9054,0.1809,0.9161,0.2874,0.593,0.2764,0.5837,57,0.0124,143,6.46,2,0.8,2,0.8,3,1.2,3,1.2,4534.08826923077,6771.83,99.16537563428386,35.01730103806228
29,0.7072,0.1453,29,0.7192,0.1364,34,1.1098,0.2229,34,1.1084,0.2238,0.2055,0.884,0.1897,0.899,0.2008,0.9248,0.2019,0.9237,5,0.198,126,6.89,2,0.8,2,0.8,3,1.2,3,1.2,4039.1653125000003,6322.99,64.5583841853518,31.726712106458944
4,0.4059,0.0832,4,0.3852,0.08,7,0.7091,0.1388,6,0.7209,0.1423,0.205,0.5074,0.2077,0.4815,0.1957,0.5909,0.1974,0.6008,3,0.1599,21,2.21,2,0.8,2,0.8,3,1.2,3,1.2,96.1517,267.67000000000036,23.03209937892089,0.0
64,0.7206,0.0994,64,0.7268,0.0946,17,1.0076,0.1467,6,0.9837,0.1336,0.1379,0.9008,0.1302,0.9085,0.1456,0.8397,0.1358,0.8198,58,0.1363,151,3.96,3,0.8,3,0.8,2,1.2,2,1.2,846.9970370370371,1073.4,15.969530039683454,8.813559322033898
15,0.4804,0.1229,9,0.494,0.1351,18,0.9482,0.2116,18,0.9408,0.2154,0.2558,0.6005,0.2735,0.6175,0.2232,0.7902,0.229,0.784,9,0.2287,60,9.0,4,0.8,4,0.8,4,1.2,4,1.2,5159.3498,7748.22,114.73121015934784,55.567984091474024
49,0.7039,0.1134,48,0.7116,0.1211,21,0.992,0.1866,20,1.0007,0.1952,0.1611,0.8799,0.1702,0.8895,0.1881,0.8267,0.1951,0.8339,29,0.1444,138,4.2,5,0.8,5,0.8,5,1.2,5,1.2,1884.0434831460673,3550.2000000000003,43.409901579935635,6.183368869936034
7,0.3248,0.1132,7,0.3471,0.1184,2,0.1581,0.0673,3,0.1559,0.0613,0.3485,0.406,0.3411,0.4339,0.4257,0.1318,0.3932,0.1299,5,0.0898,19,1.0,4,0.8,4,0.8,2,1.2,2,1.2,383.44899999999996,987.9000000000004,89.35578191719624,2.0
4,0.6032,0.0838,9,0.6197,0.0798,6,0.3159,0.0608,6,0.2911,0.0589,0.1389,0.754,0.1288,0.7746,0.1925,0.2633,0.2023,0.2426,5,0.1543,25,1.8,7,0.8,7,0.8,2,1.2,2,1.2,38.9727,97.74000000000038,10.198251302402422,0.0
64,0.7055,0.1457,64,0.7124,0.1483,64,1.1157,0.2213,64,1.1136,0.2289,0.2065,0.8819,0.2082,0.8905,0.1984,0.9298,0.2055,0.928,0,0.2029,256,7.52,2,0.8,2,0.8,3,1.2,3,1.2,3896.0796875,5990.18,84.52335954455482,39.44940476190476
64,0.7246,0.1077,64,0.7244,0.1062,64,1.1512,0.1561,64,1.1511,0.1643,0.1486,0.9058,0.1466,0.9055,0.1356,0.9593,0.1427,0.9592,0,0.2133,256,5.72,2,0.8,2,0.8,3,1.2,3,1.2,2437.907341772152,3970.08,47.12914118948778,25.239491691104593
64,0.727,0.1431,64,0.7149,0.1476,5,0.5521,0.1745,7,0.5346,0.1631,0.1968,0.9088,0.2065,0.8936,0.3161,0.4601,0.3051,0.4455,59,0.0891,140,4.8,2,0.8,2,0.8,3,1.2,3,1.2,4025.925283018868,6000.4,78.6886802889963,32.55597014925373
31,0.5161,0.1345,31,0.5441,0.1428,64,1.1375,0.2037,64,1.1423,0.201,0.2606,0.6451,0.2625,0.6801,0.1791,0.9479,0.176,0.9519,33,0.3051,190,5.1,2,0.8,2,0.8,3,1.2,3,1.2,1200.7364,2137.36,42.46781631423494,24.89025460930641
14,0.6432,0.1207,14,0.6475,0.1231,12,0.9476,0.1891,6,0.9296,0.1892,0.1877,0.804,0.1901,0.8094,0.1996,0.7897,0.2035,0.7747,8,0.1468,46,3.74,2,0.8,2,0.8,3,1.2,3,1.2,1936.1289361702127,2958.63,31.135612524712716,2.9561063003881753
3,0.6214,0.0878,3,0.6423,0.0896,2,0.5361,0.0786,2,0.5286,0.0728,0.1413,0.7767,0.1395,0.8029,0.1466,0.4468,0.1377,0.4405,1,0.0504,10,2.31,2,0.8,2,0.8,2,1.2,2,1.2,32.1752,72.88400000000014,13.157520292242044,0.0
