src1_port2_qdepth_max,src1_port2_mbps_mean,src1_port2_mbps_std,src1_port3_qdepth_max,src1_port3_mbps_mean,src1_port3_mbps_std,src1_port4_qdepth_max,src1_port4_mbps_mean,src1_port4_mbps_std,src1_port5_qdepth_max,src1_port5_mbps_mean,src1_port5_mbps_std,src1_port2_mbps_cv,src1_port2_load_util,src1_port3_mbps_cv,src1_port3_load_util,src1_port4_mbps_cv,src1_port4_load_util,src1_port5_mbps_cv,src1_port5_load_util,qdepth_max_imbalance,mbps_imbalance,total_qdepth_max,Total_Load_Mbps,Weight_Port2,Capacity_Port2,Weight_Port3,Capacity_Port3,Weight_Port4,Capacity_Port4,Weight_Port5,Capacity_Port5,Label_Latency_ms,Label_Latency_p99_ms,Label_Jitter_ms,Label_Loss_Rate
64,0.7326,0.1375,64,0.7364,0.1392,5,0.8767,0.1929,5,0.8579,0.2109,0.1877,0.9158,0.189,0.9205,0.22,0.7306,0.2458,0.7149,59,0.0667,138,10.0,4,0.8,4,0.8,4,1.2,4,1.2,4350.950857142857,6254.32,50.38510473047917,52.94183445190157
64,0.7217,0.1143,64,0.7317,0.1238,2,0.5898,0.0956,2,0.6057,0.117,0.1584,0.9021,0.1692,0.9146,0.1621,0.4915,0.1932,0.5048,62,0.0648,132,3.6,3,0.8,3,0.8,3,1.2,3,1.2,862.9784615384615,1034.4,12.052664377909485,22.32587064676617
3,0.2405,0.0671,3,0.2426,0.0762,5,0.4734,0.1325,5,0.4758,0.1283,0.279,0.3006,0.3141,0.3032,0.2799,0.3945,0.2697,0.3965,2,0.1165,16,1.76,3,0.8,3,0.8,6,1.2,6,1.2,2108.7880612244894,3490.6,98.71809243195106,0.0
64,0.7296,0.0966,64,0.7244,0.0907,2,0.4691,0.0672,2,0.4373,0.0733,0.1324,0.912,0.1252,0.9055,0.1433,0.3909,0.1676,0.3644,62,0.1374,132,2.7,7,0.8,7,0.8,2,1.2,2,1.2,750.195925925926,989.4,12.071081486497878,8.291873963515755
2,0.1985,0.0253,2,0.2156,0.0345,1,0.0439,0.0222,1,0.0593,0.0234,0.1275,0.2481,0.16,0.2695,0.5057,0.0366,0.3946,0.0494,1,0.0781,6,0.5,4,0.8,4,0.8,5,1.2,5,1.2,14.121099999999998,46.23200000000017,8.737268654260296,0.0
64,0.7319,0.1363,64,0.734,0.1388,3,0.6704,0.1475,3,0.641,0.1373,0.1862,0.9149,0.1891,0.9175,0.22,0.5587,0.2142,0.5342,61,0.04,134,9.5,4,0.8,4,0.8,4,1.2,4,1.2,5066.951351351352,8035.24,110.78636332824314,60.89720946661957
2,0.4644,0.0723,2,0.4433,0.0802,64,1.148,0.1691,64,1.1491,0.1687,0.1557,0.5805,0.1809,0.5541,0.1473,0.9567,0.1468,0.9576,62,0.3474,132,3.9,3,0.8,3,0.8,4,1.2,4,1.2,43.680599999999984,78.23000000000012,12.201766722829747,14.121699196326063
9,0.4541,0.1349,9,0.4431,0.1341,6,0.2447,0.0797,5,0.2666,0.077,0.2971,0.5676,0.3026,0.5539,0.3257,0.2039,0.2888,0.2222,4,0.0969,29,2.2,6,0.8,6,0.8,4,1.2,4,1.2,3110.8565432098767,5437.0,136.52838444830232,1.0101010101010102
64,0.7356,0.0813,64,0.7264,0.0952,1,0.2015,0.0529,1,0.2021,0.0457,0.1105,0.9195,0.1311,0.908,0.2625,0.1679,0.2261,0.1684,63,0.2646,130,2.4,7,0.8,7,0.8,2,1.2,2,1.2,794.47,963.25,8.623301256673466,17.50465549348231
2,0.1752,0.0255,2,0.1404,0.0227,1,0.1042,0.0271,1,0.1015,0.028,0.1455,0.219,0.1617,0.1755,0.2601,0.0868,0.2759,0.0846,1,0.0301,6,0.5,5,0.8,5,0.8,4,1.2,4,1.2,13.413799999999998,24.822000000000013,7.303967540486428,0.0
47,0.7399,0.1247,47,0.7283,0.12,7,0.98,0.1725,8,0.9671,0.18,0.1685,0.9249,0.1648,0.9104,0.176,0.8167,0.1861,0.8059,40,0.1199,109,9.0,4,0.8,4,0.8,4,1.2,4,1.2,4935.979130434782,6985.0,71.09507239640286,46.50758140691026
2,0.6145,0.1044,2,0.5876,0.0957,3,1.0468,0.1676,3,1.0465,0.1686,0.1699,0.7681,0.1629,0.7345,0.1601,0.8723,0.1611,0.8721,1,0.223,10,3.3,5,0.8,5,0.8,5,1.2,5,1.2,45.85130000000001,72.74200000000002,11.449017249278809,0.0
7,0.4043,0.1066,7,0.4016,0.1049,6,0.3747,0.1034,7,0.3822,0.1053,0.2637,0.5054,0.2612,0.502,0.276,0.3122,0.2755,0.3185,1,0.0126,27,1.64,5,0.8,5,0.8,4,1.2,4,1.2,497.1168,906.0400000000005,74.41289747812596,0.0
1,0.2171,0.0469,1,0.1847,0.0437,64,1.1248,0.1453,64,1.1139,0.1543,0.216,0.2714,0.2366,0.2309,0.1292,0.9373,0.1385,0.9282,63,0.4594,130,3.6,2,0.8,2,0.8,7,1.2,7,1.2,583.4161643835616,684.0,8.21671830193013,23.067370381868983
2,0.2555,0.0384,3,0.2603,0.0332,1,0.1099,0.036,1,0.0935,0.0292,0.1503,0.3194,0.1275,0.3254,0.3276,0.0916,0.3123,0.0779,2,0.0783,7,0.7,4,0.8,4,0.8,5,1.2,5,1.2,17.7757,76.51,10.044644699921111,0.0
64,0.7356,0.1327,64,0.7386,0.136,5,0.6949,0.1279,3,0.7262,0.1367,0.1804,0.9195,0.1841,0.9232,0.1841,0.5791,0.1882,0.6052,61,0.0173,136,11.0,4,0.8,4,0.8,4,1.2,4,1.2,5510.185263157895,8236.2,76.6554197191112,54.56579214968477
64,0.7382,0.1161,64,0.7256,0.1088,2,0.4404,0.094,2,0.4599,0.0955,0.1573,0.9228,0.1499,0.907,0.2134,0.367,0.2077,0.3832,62,0.1411,132,3.9,4,0.8,4,0.8,4,1.2,4,1.2,891.4967741935484,1040.95,11.656104849909791,31.572904707233068
4,0.2581,0.0705,5,0.2763,0.0837,8,0.422,0.1142,8,0.4176,0.1244,0.2731,0.3226,0.3029,0.3454,0.2706,0.3517,0.2979,0.348,4,0.0766,25,2.94,3,0.8,3,0.8,3,1.2,3,1.2,5153.05768115942,7844.5199999999995,196.20407914516394,13.492063492063492
39,0.7177,0.1171,39,0.7025,0.1056,0,0.0,0.0,0,0.0,0.0,0.1632,0.8971,0.1503,0.8781,0.0,0.0,0.0,0.0,39,0.3551,78,1.5,8,0.8,8,0.8,1,1.2,1,1.2,327.925,623.2800000000002,13.25411913903553,0.0
1,0.0014,0.0035,1,0.0052,0.005,2,0.2079,0.0229,2,0.2032,0.0189,2.5,0.0017,0.9615,0.0065,0.1101,0.1733,0.093,0.1693,1,0.1011,6,0.4,4,0.8,4,0.8,5,1.2,5,1.2,8.625599999999999,23.662000000000035,7.555129493654254,0.0
46,0.7202,0.1405,46,0.714,0.1457,11,0.99,0.2177,10,0.972,0.2182,0.1951,0.9002,0.2041,0.8925,0.2199,0.825,0.2245,0.81,36,0.1321,113,10.0,4,0.8,4,0.8,4,1.2,4,1.2,4727.994255319149,6579.78,93.1973148474397,50.27964205816555
64,0.7224,0.1194,64,0.7274,0.1162,2,0.588,0.1044,2,0.6112,0.0977,0.1653,0.903,0.1597,0.9092,0.1776,0.49,0.1598,0.5093,62,0.0632,132,3.6,5,0.8,5,0.8,5,1.2,5,1.2,862.3557142857143,1017.9300000000001,10.927559962956865,19.931592039800993
7,0.3954,0.1269,7,0.4063,0.1234,6,0.3365,0.1126,5,0.3413,0.1087,0.3209,0.4942,0.3037,0.5079,0.3346,0.2804,0.3185,0.2844,2,0.0313,25,1.92,4,0.8,4,0.8,3,1.2,3,1.2,2128.9338775510205,3670.27,103.80848517974857,0.11574074074074073
1,0.001,0.0044,1,0.0002,0.0014,4,1.0174,0.1383,3,0.9997,0.1258,4.4,0.0012,7.0,0.0002,0.1359,0.8478,0.1258,0.8331,3,0.504,9,2.0,1,0.8,1,0.8,8,1.2,8,1.2,24.6767,45.46500000000008,9.052415640821934,0.0
2,0.1639,0.0219,2,0.1509,0.0269,1,0.0962,0.0302,1,0.1073,0.026,0.1336,0.2049,0.1783,0.1886,0.3139,0.0802,0.2423,0.0894,1,0.0285,6,0.5,5,0.8,5,0.8,4,1.2,4,1.2,13.9875,29.840000000000124,6.61361957242296,0.0
18,0.7152,0.1609,18,0.7062,0.1568,6,0.6434,0.1626,7,0.6278,0.1557,0.225,0.894,0.222,0.8828,0.2527,0.5362,0.248,0.5232,12,0.0381,49,12.0,4,0.8,4,0.8,4,1.2,4,1.2,5759.820810810811,8173.84,120.78320895336753,68.9317673378076
3,0.5977,0.0836,2,0.6142,0.087,5,0.904,0.1326,3,0.9029,0.1152,0.1399,0.7471,0.1416,0.7677,0.1467,0.7533,0.1276,0.7524,3,0.1489,13,3.0,3,0.8,3,0.8,4,1.2,4,1.2,43.0647,75.14600000000013,10.951186001695493,0.0
4,0.2446,0.0849,4,0.2467,0.0907,7,0.3105,0.1076,7,0.3223,0.1187,0.3471,0.3058,0.3677,0.3084,0.3465,0.2588,0.3683,0.2686,3,0.0356,22,2.48,3,0.8,3,0.8,4,1.2,4,1.2,5067.098115942029,7847.679999999999,218.18951238601747,10.57347670250896
64,0.7341,0.1044,64,0.7356,0.1071,1,0.3923,0.0859,1,0.4106,0.0769,0.1422,0.9176,0.1456,0.9195,0.219,0.3269,0.1873,0.3422,63,0.1668,130,3.6,8,0.8,8,0.8,1,1.2,1,1.2,869.4113333333333,1002.51,9.085294069236717,33.24022346368715
2,0.201,0.0407,2,0.2102,0.0369,2,0.1977,0.0351,2,0.2031,0.0392,0.2025,0.2512,0.1755,0.2628,0.1775,0.1648,0.193,0.1693,0,0.0046,8,0.8,5,0.8,5,0.8,5,1.2,5,1.2,17.481500000000004,44.145000000000024,7.873977544873196,0.0
29,0.725,0.16,28,0.697,0.1519,4,0.7853,0.2024,4,0.7836,0.1919,0.2207,0.9062,0.2179,0.8712,0.2577,0.6544,0.2449,0.653,25,0.038,65,12.5,4,0.8,4,0.8,4,1.2,4,1.2,5527.700285714286,7661.88,118.84814245290521,66.77110375078328
3,0.6107,0.0805,2,0.6041,0.0781,3,0.9002,0.1116,3,0.9114,0.122,0.1318,0.7634,0.1293,0.7551,0.124,0.7502,0.1339,0.7595,1,0.1493,11,3.0,4,0.8,4,0.8,5,1.2,5,1.2,38.1297,67.71300000000001,7.920716934818214,0.0
5,0.2504,0.0835,4,0.2336,0.0735,6,0.3127,0.0995,5,0.292,0.0906,0.3335,0.313,0.3146,0.292,0.3182,0.2606,0.3103,0.2433,2,0.0316,20,4.2,5,0.8,5,0.8,5,1.2,5,1.2,6276.275217391305,9300.45,337.84127915622787,20.8994708994709
2,0.4022,0.0735,2,0.4047,0.0692,64,1.1267,0.1395,64,1.1329,0.1392,0.1827,0.5027,0.171,0.5059,0.1238,0.9389,0.1229,0.9441,62,0.3632,132,4.0,2,0.8,2,0.8,7,1.2,7,1.2,581.6798412698413,722.38,7.898159717546219,18.71508379888268
2,0.2501,0.0423,3,0.2607,0.0423,2,0.1484,0.0293,2,0.1548,0.0286,0.1691,0.3126,0.1623,0.3259,0.1974,0.1237,0.1848,0.129,1,0.0521,9,0.8,4,0.8,4,0.8,4,1.2,4,1.2,17.6884,50.533000000000015,9.956435158211196,0.0
64,0.7259,0.1333,64,0.7299,0.1306,5,0.9186,0.1835,6,0.9231,0.1747,0.1836,0.9074,0.1789,0.9124,0.1998,0.7655,0.1893,0.7693,59,0.0965,139,8.5,4,0.8,4,0.8,4,1.2,4,1.2,4957.846326530613,7117.96,90.98462494740517,52.08580076325833
64,0.7219,0.0984,64,0.7158,0.1051,5,1.0636,0.1515,5,1.0427,0.1425,0.1363,0.9024,0.1468,0.8948,0.1424,0.8863,0.1367,0.8689,59,0.1673,138,3.9,3,0.8,3,0.8,4,1.2,4,1.2,806.0542045454545,1078.52,13.961697923626339,4.908151549942595
8,0.4714,0.132,7,0.4664,0.1242,5,0.3085,0.0847,4,0.3147,0.081,0.28,0.5892,0.2663,0.583,0.2746,0.2571,0.2574,0.2622,4,0.0787,24,2.7,6,0.8,6,0.8,5,1.2,5,1.2,4326.379583333333,6687.27,125.77621101769768,4.609053497942387
64,0.727,0.0965,64,0.7306,0.0956,1,0.3042,0.0681,1,0.3002,0.0714,0.1327,0.9088,0.1309,0.9132,0.2239,0.2535,0.2378,0.2502,63,0.2133,130,2.7,7,0.8,7,0.8,2,1.2,2,1.2,822.5533333333333,1014.26,14.786739778314832,19.154228855721392
3,0.2584,0.0376,2,0.2582,0.0343,1,0.0503,0.0246,1,0.0514,0.0236,0.1455,0.323,0.1328,0.3228,0.4891,0.0419,0.4591,0.0428,2,0.1037,7,0.6,4,0.8,4,0.8,4,1.2,4,1.2,17.351000000000003,57.93700000000002,15.778617830316495,0.0
3,0.3362,0.0906,3,0.3534,0.0956,64,1.1364,0.2027,64,1.1373,0.2066,0.2695,0.4202,0.2705,0.4418,0.1784,0.947,0.1817,0.9478,61,0.3961,134,8.0,4,0.8,4,0.8,4,1.2,4,1.2,3860.2368571428565,6119.3,77.62125796686595,55.313199105145415
2,0.4609,0.0829,2,0.4503,0.0689,64,1.15,0.1722,64,1.1493,0.1715,0.1799,0.5761,0.153,0.5629,0.1497,0.9583,0.1492,0.9578,62,0.347,132,3.9,3,0.8,3,0.8,3,1.2,3,1.2,52.415699999999994,127.03000000000002,12.070580176381748,13.17451205510907
6,0.4673,0.1388,5,0.4551,0.1331,5,0.3736,0.1172,4,0.3456,0.1055,0.297,0.5841,0.2925,0.5689,0.3137,0.3113,0.3053,0.288,2,0.0519,20,1.72,5,0.8,5,0.8,3,1.2,3,1.2,491.4017,812.0200000000006,71.6645155808644,0.06459948320413438
64,0.7317,0.1092,64,0.7274,0.1122,1,0.1587,0.0383,1,0.1415,0.0434,0.1492,0.9146,0.1542,0.9092,0.2413,0.1322,0.3067,0.1179,63,0.2898,130,3.0,8,0.8,8,0.8,1,1.2,1,1.2,880.8560655737705,1064.6,17.555146650082353,36.417910447761194
1,0.1067,0.0272,1,0.1055,0.0292,2,0.2029,0.0306,2,0.2086,0.0243,0.2549,0.1334,0.2768,0.1319,0.1508,0.1691,0.1165,0.1738,1,0.0499,6,0.6,4,0.8,4,0.8,4,1.2,4,1.2,12.666500000000003,29.424000000000422,6.4343380601294,0.0
64,0.7302,0.1523,64,0.7268,0.1474,6,0.7185,0.2296,5,0.7402,0.2085,0.2086,0.9128,0.2028,0.9085,0.3196,0.5988,0.2817,0.6168,59,0.0078,139,9.5,4,0.8,4,0.8,4,1.2,4,1.2,5159.791,7836.18,136.19214513133605,59.354762745790644
64,0.7245,0.111,64,0.7036,0.1116,10,1.0378,0.1705,10,1.0467,0.1666,0.1532,0.9056,0.1586,0.8795,0.1643,0.8648,0.1592,0.8722,54,0.1643,148,3.9,4,0.8,4,0.8,3,1.2,3,1.2,852.4866666666667,1242.72,13.30953339574597,5.855338691159587
7,0.472,0.1423,7,0.4485,0.1469,4,0.2341,0.088,3,0.2394,0.0715,0.3015,0.59,0.3275,0.5606,0.3759,0.1951,0.2987,0.1995,4,0.1121,21,2.0,6,0.8,6,0.8,4,1.2,4,1.2,3291.5403529411765,5092.5599999999995,128.31213118345727,2.555555555555556
1,0.395,0.0747,1,0.4104,0.0669,3,1.0184,0.1207,3,1.0028,0.1235,0.1891,0.4938,0.163,0.513,0.1185,0.8487,0.1232,0.8357,2,0.304,8,2.8,2,0.8,2,0.8,7,1.2,7,1.2,28.701399999999992,61.37600000000003,8.667147136303935,0.0
2,0.2455,0.0445,2,0.2673,0.04,1,0.0532,0.0204,1,0.0486,0.0213,0.1813,0.3069,0.1496,0.3341,0.3835,0.0443,0.4383,0.0405,1,0.1031,6,0.6,5,0.8,5,0.8,5,1.2,5,1.2,16.214100000000002,42.532000000000174,9.639780752280476,0.0
4,0.4823,0.104,4,0.4536,0.1001,16,0.9332,0.1994,15,0.9355,0.1995,0.2156,0.6029,0.2207,0.567,0.2137,0.7777,0.2133,0.7796,12,0.2334,39,10.5,4,0.8,4,0.8,4,1.2,4,1.2,5009.164864864864,8123.6,119.5169690809889,64.83434537125812
64,0.7266,0.1176,64,0.7211,0.1166,2,0.4629,0.0851,2,0.4353,0.0802,0.1618,0.9082,0.1617,0.9014,0.1838,0.3858,0.1842,0.3628,62,0.1377,132,3.6,4,0.8,4,0.8,3,1.2,3,1.2,875.3595714285714,1009.4100000000001,11.33169598805836,27.363184079601986
5,0.2955,0.0923,5,0.3125,0.0899,7,0.531,0.1523,6,0.5254,0.151,0.3124,0.3694,0.2877,0.3906,0.2868,0.4425,0.2874,0.4378,2,0.1123,23,1.96,6,0.8,6,0.8,6,1.2,6,1.2,1559.5042,2491.44,94.88909273340425,0.0
2,0.5985,0.0843,3,0.6108,0.0885,2,0.5981,0.0845,2,0.6042,0.0988,0.1409,0.7481,0.1449,0.7635,0.1413,0.4984,0.1635,0.5035,1,0.0052,9,2.4,7,0.8,7,0.8,2,1.2,2,1.2,32.6676,55.70400000000001,9.543896932855175,0.0
3,0.2754,0.0305,3,0.244,0.0292,1,0.1004,0.0323,2,0.1061,0.0292,0.1107,0.3442,0.1197,0.305,0.3217,0.0837,0.2752,0.0884,2,0.079,9,0.7,4,0.8,4,0.8,4,1.2,4,1.2,18.675799999999995,64.10499999999999,9.55478001113171,0.0
64,0.7422,0.143,64,0.7348,0.1413,2,0.5287,0.1637,3,0.504,0.1292,0.1927,0.9278,0.1923,0.9185,0.3096,0.4406,0.2563,0.42,62,0.1114,133,10.0,4,0.8,4,0.8,4,1.2,4,1.2,4600.29,7593.0,89.25663482337374,64.07158836689038
4,0.612,0.0879,3,0.5979,0.0874,3,0.9018,0.1339,4,0.8984,0.1351,0.1436,0.765,0.1462,0.7474,0.1485,0.7515,0.1504,0.7487,1,0.1477,14,3.0,5,0.8,5,0.8,3,1.2,3,1.2,45.15200000000001,126.08000000000004,12.676423342785775,0.0
7,0.4456,0.1127,7,0.4567,0.1162,5,0.3513,0.0889,5,0.3512,0.0894,0.2529,0.557,0.2544,0.5709,0.2531,0.2928,0.2546,0.2927,2,0.0501,24,1.64,4,0.8,4,0.8,5,1.2,5,1.2,328.298,503.3100000000002,71.17762634419823,0.06775067750677506
2,0.5938,0.0845,2,0.6116,0.0842,3,0.7601,0.1078,3,0.7566,0.102,0.1423,0.7422,0.1377,0.7645,0.1418,0.6334,0.1348,0.6305,1,0.0781,10,2.7,2,0.8,2,0.8,7,1.2,7,1.2,31.9129,58.54500000000002,9.01125288859688,0.0
2,0.1588,0.0271,2,0.1539,0.0322,2,0.2034,0.0307,2,0.2021,0.0322,0.1707,0.1985,0.2092,0.1924,0.1509,0.1695,0.1593,0.1684,0,0.0233,8,0.7,5,0.8,5,0.8,4,1.2,4,1.2,14.031899999999998,35.506,6.7665862833059665,0.0
49,0.7096,0.124,49,0.7217,0.1235,64,1.141,0.1958,64,1.1405,0.1985,0.1747,0.887,0.1711,0.9021,0.1716,0.9508,0.174,0.9504,15,0.2126,226,8.0,4,0.8,4,0.8,4,1.2,4,1.2,3525.8517808219176,5337.72,76.3219862486961,45.07829977628635
64,0.7214,0.1046,64,0.7134,0.103,9,1.0433,0.1459,9,1.0535,0.1538,0.145,0.9018,0.1444,0.8918,0.1398,0.8694,0.146,0.8779,55,0.1656,146,3.9,4,0.8,4,0.8,5,1.2,5,1.2,823.3148351648351,1162.4,12.833038918714156,4.879448909299656
6,0.2687,0.094,5,0.2712,0.0906,5,0.2705,0.0958,6,0.2601,0.0883,0.3498,0.3359,0.3341,0.339,0.3542,0.2254,0.3395,0.2168,1,0.0044,22,1.16,3,0.8,3,0.8,3,1.2,3,1.2,548.7246,1059.4100000000003,103.19826555729928,2.490421455938697
1,0.0008,0.004,1,0.0003,0.0017,4,0.9178,0.091,5,0.9119,0.0982,5.0,0.001,5.6667,0.0004,0.0992,0.7648,0.1077,0.7599,4,0.4572,11,1.8,1,0.8,1,0.8,8,1.2,8,1.2,27.807599999999997,50.21200000000001,9.54719162207631,0.0
2,0.2074,0.0248,2,0.2082,0.0236,2,0.2006,0.0275,2,0.2091,0.0303,0.1196,0.2592,0.1134,0.2602,0.1371,0.1672,0.1449,0.1743,0,0.0034,8,0.8,5,0.8,5,0.8,5,1.2,5,1.2,17.762999999999998,46.444000000000024,8.577170246080104,0.0
42,0.6492,0.1603,41,0.6539,0.1458,37,0.9731,0.2272,37,0.9713,0.2422,0.2469,0.8115,0.223,0.8174,0.2335,0.8109,0.2494,0.8094,5,0.1603,157,10.0,4,0.8,4,0.8,4,1.2,4,1.2,5040.3154347826085,7275.95,85.8687936524035,52.41610738255034
64,0.7157,0.1105,64,0.7219,0.1125,10,1.0305,0.1625,10,1.05,0.1608,0.1544,0.8946,0.1558,0.9024,0.1577,0.8588,0.1531,0.875,54,0.1609,148,3.9,3,0.8,3,0.8,4,1.2,4,1.2,827.3393103448276,1169.56,12.574585387833336,4.535017221584385
5,0.2129,0.0709,4,0.2227,0.0711,5,0.3125,0.1,6,0.3193,0.1021,0.333,0.2661,0.3193,0.2784,0.32,0.2604,0.3198,0.2661,2,0.0492,20,3.72,3,0.8,3,0.8,3,1.2,3,1.2,6117.062830188678,9078.96,301.26838568885347,21.475507765830347
3,0.6204,0.0668,3,0.6026,0.0599,1,0.3062,0.0569,1,0.304,0.0528,0.1077,0.7755,0.0994,0.7532,0.1858,0.2552,0.1737,0.2533,2,0.1533,8,1.8,7,0.8,7,0.8,2,1.2,2,1.2,28.382600000000004,49.01700000000001,8.267670448070836,0.0
1,0.0641,0.0244,1,0.0484,0.0238,2,0.1467,0.0283,2,0.1598,0.0297,0.3807,0.0801,0.4917,0.0605,0.1929,0.1222,0.1859,0.1332,1,0.049,6,0.4,5,0.8,5,0.8,5,1.2,5,1.2,8.988700000000001,21.804000000000002,6.122234904332911,0.0
64,0.7362,0.1233,64,0.741,0.1253,6,0.7174,0.1548,5,0.707,0.1596,0.1675,0.9202,0.1691,0.9262,0.2158,0.5978,0.2257,0.5892,59,0.0138,139,9.5,4,0.8,4,0.8,4,1.2,4,1.2,5171.42303030303,7815.2,81.9138529810916,47.709878723654775
64,0.7177,0.1082,64,0.7228,0.1092,64,1.1124,0.1716,64,1.1022,0.1784,0.1508,0.8971,0.1511,0.9035,0.1543,0.927,0.1619,0.9185,0,0.1936,256,4.2,5,0.8,5,0.8,5,1.2,5,1.2,1094.7243373493975,1686.34,14.053622828110884,5.970149253731343
6,0.3201,0.1021,6,0.3364,0.1068,5,0.2564,0.0767,5,0.2537,0.0814,0.319,0.4001,0.3175,0.4205,0.2991,0.2137,0.3209,0.2114,1,0.0371,22,3.84,5,0.8,5,0.8,4,1.2,4,1.2,5716.934901960785,8830.5,285.2241709709869,14.612268518518517
64,0.7321,0.1134,64,0.7298,0.1072,0,0.0,0.0,0,0.0,0.0,0.1549,0.9151,0.1469,0.9122,0.0,0.0,0.0,0.0,64,0.3655,128,3.2,8,0.8,8,0.8,1,1.2,1,1.2,880.513064516129,993.95,11.09356895936831,49.755586592178766
1,0.0614,0.0231,1,0.0472,0.0209,3,0.2536,0.0364,2,0.2531,0.0392,0.3762,0.0768,0.4428,0.059,0.1435,0.2113,0.1549,0.2109,2,0.0997,7,0.6,4,0.8,4,0.8,4,1.2,4,1.2,12.3912,34.11700000000001,7.048229903945563,0.0
64,0.7324,0.1306,64,0.7343,0.1306,28,1.0261,0.2126,28,1.0269,0.2085,0.1783,0.9155,0.1779,0.9179,0.2072,0.8551,0.203,0.8558,36,0.1466,184,9.0,4,0.8,4,0.8,4,1.2,4,1.2,4362.051538461538,6454.1,96.29170244901923,51.578424061645535
64,0.7374,0.1144,64,0.7321,0.1172,1,0.3121,0.0701,1,0.2864,0.0646,0.1551,0.9218,0.1601,0.9151,0.2246,0.2601,0.2256,0.2387,63,0.2179,130,3.6,5,0.8,5,0.8,5,1.2,5,1.2,866.490576923077,1019.37,11.449494690631209,38.18407960199005
3,0.2095,0.0599,8,0.2005,0.063,10,0.6224,0.1769,9,0.6122,0.1622,0.2859,0.2619,0.3142,0.2506,0.2842,0.5187,0.2649,0.5102,7,0.2062,30,1.92,3,0.8,3,0.8,6,1.2,6,1.2,1194.4665656565658,2426.9999999999995,92.3036817018929,0.0
2,0.6014,0.0758,2,0.6078,0.074,64,1.1174,0.1439,64,1.1093,0.1256,0.126,0.7518,0.1218,0.7597,0.1288,0.9312,0.1132,0.9244,62,0.2544,132,3.6,1,0.8,1,0.8,8,1.2,8,1.2,435.40659793814433,664.3199999999999,8.362223972422797,1.6449410304158907
2,0.2098,0.0227,2,0.2041,0.031,2,0.1148,0.027,1,0.0899,0.0286,0.1082,0.2622,0.1519,0.2551,0.2352,0.0957,0.3181,0.0749,1,0.0531,7,0.6,4,0.8,4,0.8,5,1.2,5,1.2,16.7513,43.71000000000001,7.575995349957652,0.0
64,0.737,0.1232,64,0.7391,0.1192,4,0.6264,0.1444,5,0.6205,0.124,0.1672,0.9212,0.1613,0.9239,0.2305,0.522,0.1998,0.5171,60,0.0573,137,8.0,4,0.8,4,0.8,4,1.2,4,1.2,5123.986666666666,7592.76,65.33429671314495,43.66610738255034
64,0.7392,0.0956,64,0.728,0.0938,2,0.4706,0.0735,2,0.4358,0.0706,0.1293,0.924,0.1288,0.91,0.1562,0.3922,0.162,0.3632,62,0.1408,132,3.3,4,0.8,4,0.8,3,1.2,3,1.2,853.1801639344262,1026.8,11.871183759065568,21.506105834464044
7,0.3212,0.1115,6,0.3165,0.128,4,0.1902,0.0765,5,0.2162,0.077,0.3471,0.4015,0.4044,0.3956,0.4022,0.1585,0.3562,0.1802,3,0.0586,22,4.2,5,0.8,5,0.8,4,1.2,4,1.2,6240.534523809524,9344.59,408.8422151911472,29.92063492063492
1,0.2094,0.0475,1,0.1929,0.0476,64,1.1208,0.1483,64,1.1166,0.1444,0.2268,0.2618,0.2468,0.2411,0.1323,0.934,0.1293,0.9305,63,0.4588,130,3.6,1,0.8,1,0.8,8,1.2,8,1.2,590.4691891891893,708.51,18.223582805158276,23.15332091868405
2,0.1551,0.0317,2,0.1555,0.0298,3,0.2547,0.0448,3,0.2467,0.0429,0.2044,0.1939,0.1916,0.1944,0.1759,0.2122,0.1739,0.2056,1,0.0478,10,0.8,5,0.8,5,0.8,4,1.2,4,1.2,15.128900000000002,42.01500000000001,8.260075936334186,0.0
15,0.576,0.1641,15,0.5897,0.1605,64,1.089,0.2285,64,1.0885,0.2272,0.2849,0.72,0.2722,0.7371,0.2098,0.9075,0.2087,0.9071,49,0.253,158,9.5,4,0.8,4,0.8,4,1.2,4,1.2,4223.283333333334,5848.96,88.84960286789905,57.28246791475332
3,0.6109,0.0798,2,0.5997,0.0924,3,0.9094,0.1336,3,0.8933,0.1286,0.1306,0.7636,0.1541,0.7496,0.1469,0.7578,0.144,0.7444,1,0.1482,11,3.0,4,0.8,4,0.8,5,1.2,5,1.2,42.020999999999994,69.06100000000013,10.356294935848894,0.0
6,0.2771,0.0832,5,0.285,0.0914,4,0.2938,0.0958,5,0.3126,0.095,0.3003,0.3464,0.3207,0.3562,0.3261,0.2448,0.3039,0.2605,2,0.0132,20,2.32,5,0.8,5,0.8,3,1.2,3,1.2,4374.8164,7169.3,242.1881732289934,15.708812260536398
2,0.3816,0.0731,2,0.4181,0.0848,64,1.1096,0.1628,64,1.1084,0.1702,0.1916,0.477,0.2028,0.5226,0.1467,0.9247,0.1536,0.9237,62,0.3548,132,3.6,2,0.8,2,0.8,7,1.2,7,1.2,559.7197619047619,687.17,8.58470368527386,12.321539416511483
