src1_port2_qdepth_max,src1_port2_mbps_mean,src1_port2_mbps_std,src1_port3_qdepth_max,src1_port3_mbps_mean,src1_port3_mbps_std,src1_port4_qdepth_max,src1_port4_mbps_mean,src1_port4_mbps_std,src1_port5_qdepth_max,src1_port5_mbps_mean,src1_port5_mbps_std,Total_Load_Mbps,Weight_Port2,Capacity_Port2,Weight_Port3,Capacity_Port3,Weight_Port4,Capacity_Port4,Weight_Port5,Capacity_Port5,Label_Latency_ms,Label_Jitter_ms,Label_Loss_Rate,src1_port2_mbps_cv,src1_port3_mbps_cv,src1_port4_mbps_cv,src1_port5_mbps_cv,src1_port2_load_util,src1_port3_load_util,src1_port4_load_util,src1_port5_load_util,qdepth_max_imbalance,mbps_imbalance,total_qdepth_max,Label_Class
64,0.7578,0.1048,64,0.7559,0.1098,64,1.153,0.1638,64,1.1531,0.1652,4.8,4,0.8,4,0.8,7,1.2,7,1.2,764.171,8.49069217391034,14.501862197392922,0.1383,0.1453,0.1421,0.1433,0.9472,0.9449,0.9608,0.9609,0,0.1981,256,1
64,0.7596,0.1021,64,0.7599,0.1018,2,0.6228,0.0871,2,0.5875,0.0764,3.6,4,0.8,4,0.8,2,1.2,2,1.2,804.571,10.18135963437113,18.314676616915424,0.1344,0.134,0.1399,0.13,0.9495,0.9499,0.519,0.4896,62,0.0783,132,1
3,0.5026,0.0729,2,0.5013,0.0788,3,0.7133,0.0941,3,0.6932,0.1015,2.4,4,0.8,4,0.8,8,1.2,8,1.2,33.705,12.919795477391578,0.0,0.145,0.1572,0.1319,0.1464,0.6282,0.6266,0.5944,0.5777,1,0.1009,11,0
3,0.752,0.1144,4,0.7452,0.1185,3,1.0444,0.163,3,1.0532,0.1599,3.6,8,0.8,8,0.8,3,1.2,3,1.2,50.573,10.445974811842,0.0,0.1521,0.159,0.1561,0.1518,0.94,0.9315,0.8703,0.8777,1,0.1502,13,0
3,0.3006,0.0421,3,0.305,0.0398,2,0.3183,0.0482,2,0.2899,0.0423,1.2,4,0.8,4,0.8,6,1.2,6,1.2,17.761,12.438957349214812,0.0,0.1401,0.1305,0.1514,0.1459,0.3757,0.3812,0.2653,0.2416,1,0.0102,10,0
2,0.6021,0.0653,2,0.6072,0.0757,43,1.1624,0.1282,43,1.159,0.14,3.6,3,0.8,3,0.8,3,1.2,3,1.2,39.594,10.835292125675444,0.0,0.1085,0.1247,0.1103,0.1208,0.7526,0.759,0.9687,0.9658,41,0.278,90,2
2,0.2001,0.0366,2,0.2034,0.036,3,0.4085,0.0521,3,0.3996,0.0612,1.2,4,0.8,4,0.8,8,1.2,8,1.2,18.538,11.585488660543668,0.0,0.1829,0.177,0.1275,0.1532,0.2501,0.2542,0.3404,0.333,1,0.1012,10,0
5,0.5029,0.0746,5,0.5005,0.0723,1,0.0988,0.0326,1,0.1015,0.0297,1.2,4,0.8,4,0.8,1,1.2,1,1.2,48.497,22.30298044160937,0.0,0.1483,0.1445,0.33,0.2926,0.6286,0.6256,0.0823,0.0846,4,0.2008,12,0
3,0.3436,0.0522,3,0.3598,0.0549,2,0.2567,0.0454,3,0.2444,0.0448,1.2,3,0.8,3,0.8,5,1.2,5,1.2,38.301,14.345579326996432,0.0,0.1519,0.1526,0.1769,0.1833,0.4295,0.4498,0.2139,0.2037,1,0.0511,11,0
64,0.7573,0.1071,64,0.7588,0.1075,2,0.4666,0.0791,2,0.4364,0.073,3.6,4,0.8,4,0.8,1,1.2,1,1.2,804.927,10.258718806612992,28.824626865671643,0.1414,0.1417,0.1695,0.1673,0.9466,0.9485,0.3888,0.3637,62,0.1536,132,1
64,0.7601,0.11,64,0.7614,0.109,3,0.8955,0.1382,3,0.9086,0.1284,3.6,6,0.8,6,0.8,6,1.2,6,1.2,44.114,10.287875543061176,3.824626865671642,0.1447,0.1432,0.1543,0.1413,0.9501,0.9517,0.7462,0.7572,61,0.0708,134,2
1,0.0986,0.0309,1,0.1031,0.0276,6,1.1081,0.1253,6,1.1078,0.1374,2.4,1,0.8,1,0.8,6,1.2,6,1.2,47.134,16.31293363488238,0.0,0.3134,0.2677,0.1131,0.124,0.1232,0.1289,0.9234,0.9232,5,0.5036,14,0
64,0.7566,0.1177,64,0.7581,0.1114,1,0.1541,0.0413,1,0.1463,0.0378,3.6,6,0.8,6,0.8,1,1.2,1,1.2,731.488,13.133681584200778,45.366915422885576,0.1556,0.1469,0.268,0.2584,0.9458,0.9476,0.1284,0.1219,63,0.3036,130,1
64,0.7594,0.1119,64,0.7561,0.1127,2,0.6155,0.123,2,0.5888,0.0991,4.8,5,0.8,5,0.8,5,1.2,5,1.2,835.827,9.611963544730775,36.08007448789572,0.1474,0.1491,0.1998,0.1683,0.9492,0.9451,0.5129,0.4907,62,0.0784,132,1
3,0.3593,0.0462,3,0.3465,0.0558,2,0.2502,0.0396,2,0.2527,0.0519,1.2,6,0.8,6,0.8,4,1.2,4,1.2,36.49,12.890031046193968,0.0,0.1286,0.161,0.1583,0.2054,0.4491,0.4331,0.2085,0.2106,1,0.0509,10,0
64,0.7518,0.1237,64,0.754,0.1275,1,0.0955,0.035,1,0.1056,0.0341,2.4,8,0.8,8,0.8,1,1.2,1,1.2,745.198,16.585899593105353,22.579143389199256,0.1645,0.1691,0.3665,0.3229,0.9398,0.9425,0.0796,0.088,63,0.3262,130,1
64,0.7572,0.1082,64,0.7576,0.1034,64,1.1554,0.1499,64,1.1542,0.1568,4.8,1,0.8,1,0.8,4,1.2,4,1.2,784.431,9.411237615238663,14.269087523277468,0.1429,0.1365,0.1297,0.1359,0.9465,0.947,0.9628,0.9618,0,0.1987,256,1
3,0.6021,0.0852,2,0.6043,0.0895,46,1.1547,0.1543,45,1.1506,0.1676,3.6,7,0.8,7,0.8,8,1.2,8,1.2,40.695,10.893881167917764,0.0,0.1415,0.1481,0.1336,0.1457,0.7526,0.7554,0.9622,0.9588,44,0.2747,96,2
64,0.7562,0.1137,64,0.7549,0.1149,0,0.0,0.0,0,0.0,0.0,2.4,5,0.8,5,0.8,1,1.2,1,1.2,779.397,17.47413051447828,30.819366852886404,0.1504,0.1522,0.0,0.0,0.9452,0.9436,0.0,0.0,64,0.3778,128,1
64,0.7572,0.1007,64,0.7608,0.0988,2,0.7676,0.1126,3,0.7395,0.0867,3.6,5,0.8,5,0.8,2,1.2,2,1.2,731.191,11.532059398238234,10.541044776119405,0.133,0.1299,0.1467,0.1172,0.9465,0.951,0.6397,0.6163,62,0.0104,133,1
2,0.2826,0.0487,2,0.3243,0.0483,5,0.8843,0.1081,5,0.9327,0.0946,2.4,1,0.8,1,0.8,4,1.2,4,1.2,26.284,13.533354487674217,0.0,0.1723,0.1489,0.1222,0.1014,0.3532,0.4054,0.7369,0.7772,3,0.3034,14,0
64,0.7549,0.1009,64,0.7636,0.0976,64,1.1586,0.1399,64,1.1575,0.1496,4.8,8,0.8,8,0.8,7,1.2,7,1.2,735.578,9.62155379595881,14.199255121042832,0.1337,0.1278,0.1207,0.1292,0.9436,0.9545,0.9655,0.9646,0,0.1994,256,1
2,0.3964,0.0576,2,0.4118,0.0531,3,0.7977,0.0931,3,0.8159,0.0907,2.4,3,0.8,3,0.8,5,1.2,5,1.2,22.655,12.59776438932962,0.0,0.1453,0.1289,0.1167,0.1112,0.4955,0.5147,0.6647,0.6799,1,0.2015,10,0
39,0.7544,0.1074,39,0.7602,0.0987,64,1.1546,0.1537,64,1.1558,0.1554,4.8,3,0.8,3,0.8,5,1.2,5,1.2,310.891,8.60557304529828,15.619180633147115,0.1424,0.1298,0.1331,0.1345,0.943,0.9502,0.9622,0.9632,25,0.199,206,1
2,0.3961,0.0601,2,0.4106,0.0472,3,0.8086,0.095,4,0.8047,0.0908,2.4,2,0.8,2,0.8,6,1.2,6,1.2,34.77,11.92683516863883,0.0,0.1517,0.115,0.1175,0.1128,0.4951,0.5132,0.6738,0.6706,2,0.2017,11,0
1,0.3993,0.076,1,0.4034,0.0691,64,1.1554,0.153,64,1.1547,0.1493,4.8,1,0.8,1,0.8,3,1.2,3,1.2,505.717,8.26293532092511,29.981378026070765,0.1903,0.1713,0.1324,0.1293,0.4991,0.5042,0.9628,0.9622,63,0.3769,130,1
64,0.7561,0.0971,64,0.7603,0.1024,1,0.2118,0.0427,1,0.1916,0.0389,2.4,7,0.8,7,0.8,4,1.2,4,1.2,756.287,16.11870392966049,14.478584729981378,0.1284,0.1347,0.2016,0.203,0.9451,0.9504,0.1765,0.1597,63,0.2783,130,1
4,0.397,0.0534,4,0.41,0.0571,2,0.2047,0.0323,2,0.2036,0.0269,1.2,8,0.8,8,0.8,4,1.2,4,1.2,36.944,14.429022372252918,0.0,0.1345,0.1393,0.1578,0.1321,0.4962,0.5125,0.1706,0.1697,2,0.0998,12,0
1,0.0992,0.039,1,0.1021,0.0387,5,1.0974,0.1494,5,1.1099,0.145,2.4,1,0.8,1,0.8,5,1.2,5,1.2,21.29,15.549387522109578,0.0,0.3931,0.379,0.1361,0.1306,0.124,0.1276,0.9145,0.9249,4,0.5015,12,0
39,0.7634,0.0869,40,0.7608,0.0854,2,0.3941,0.0553,2,0.4174,0.0511,2.4,8,0.8,8,0.8,3,1.2,3,1.2,302.5,15.82008200900786,0.0,0.1138,0.1123,0.1403,0.1224,0.9542,0.951,0.3284,0.3478,38,0.1784,83,2
64,0.7589,0.0987,64,0.7601,0.0948,2,0.3011,0.0561,1,0.3062,0.062,2.4,6,0.8,6,0.8,5,1.2,5,1.2,691.786,15.388127017759905,5.121042830540038,0.1301,0.1247,0.1863,0.2025,0.9486,0.9501,0.2509,0.2552,63,0.2279,131,1
64,0.7589,0.1091,64,0.7616,0.1084,1,0.2105,0.0559,1,0.1901,0.0554,4.8,7,0.8,7,0.8,1,1.2,1,1.2,662.216,8.62293904934604,56.564245810055866,0.1438,0.1423,0.2656,0.2914,0.9486,0.952,0.1754,0.1584,63,0.2801,130,1
64,0.7573,0.1098,64,0.7583,0.1115,1,0.3781,0.0866,1,0.4216,0.0724,4.8,7,0.8,7,0.8,2,1.2,2,1.2,735.199,8.23264866124143,48.34729981378026,0.145,0.147,0.229,0.1717,0.9466,0.9479,0.3151,0.3513,63,0.1796,130,1
64,0.7573,0.1125,64,0.7571,0.1148,1,0.0003,0.0017,1,0.0007,0.0033,4.8,8,0.8,8,0.8,1,1.2,1,1.2,788.218,8.820181922762645,58.19366852886406,0.1486,0.1516,5.6667,4.7143,0.9466,0.9464,0.0002,0.0006,63,0.3784,130,1
64,0.7611,0.095,64,0.7635,0.0883,3,1.012,0.1289,3,1.0046,0.1262,4.8,5,0.8,5,0.8,1,1.2,1,1.2,841.072,9.516855514379865,21.252327746741155,0.1248,0.1157,0.1274,0.1256,0.9514,0.9544,0.8433,0.8372,61,0.123,134,1
0,0.0,0.0,0,0.0,0.0,64,1.1507,0.153,64,1.1539,0.1445,4.8,1,0.8,1,0.8,8,1.2,8,1.2,537.963,7.85488808092966,48.82421420256112,0.0,0.0,0.133,0.1252,0.0,0.0,0.9589,0.9616,64,0.5762,128,1
4,0.4566,0.064,5,0.45,0.0564,2,0.1583,0.0275,2,0.1464,0.0296,1.2,3,0.8,3,0.8,1,1.2,1,1.2,38.984,18.557809761803817,0.0,0.1402,0.1253,0.1737,0.2022,0.5708,0.5625,0.1319,0.122,3,0.1506,13,0
1,0.1623,0.0427,1,0.1399,0.0397,64,1.1532,0.1421,64,1.1545,0.1385,3.6,1,0.8,1,0.8,7,1.2,7,1.2,548.788,11.305987095696397,23.75621890547264,0.2631,0.2838,0.1232,0.12,0.2029,0.1749,0.961,0.9621,63,0.5014,130,1
3,0.6176,0.0636,3,0.5946,0.0768,3,0.6099,0.0601,2,0.6057,0.0696,2.4,3,0.8,3,0.8,4,1.2,4,1.2,39.314,13.081410018389745,0.0,0.103,0.1292,0.0985,0.1149,0.772,0.7432,0.5082,0.5048,1,0.0083,11,0
2,0.3933,0.0695,1,0.4112,0.0708,64,1.1562,0.1477,64,1.1574,0.145,4.8,1,0.8,1,0.8,4,1.2,4,1.2,35.436,8.74997143753127,29.981378026070765,0.1767,0.1722,0.1277,0.1253,0.4916,0.514,0.9635,0.9645,63,0.3773,131,2
4,0.4439,0.063,5,0.4628,0.0674,2,0.1392,0.0338,2,0.1648,0.0364,1.2,7,0.8,7,0.8,3,1.2,3,1.2,24.517,17.583324859686314,0.0,0.1419,0.1456,0.2428,0.2209,0.5549,0.5785,0.116,0.1373,3,0.1511,13,0
1,0.0,0.0,1,0.0,0.0,64,1.1505,0.1565,64,1.1527,0.1631,4.8,1,0.8,1,0.8,5,1.2,5,1.2,23.794,10.788853703363586,48.6731843575419,0.0,0.0,0.136,0.1415,0.0,0.0,0.9588,0.9606,63,0.5758,130,2
3,0.2469,0.0372,2,0.2607,0.026,3,0.366,0.0353,3,0.3479,0.0422,1.2,4,0.8,4,0.8,8,1.2,8,1.2,16.343,12.178775607383384,0.0,0.1507,0.0997,0.0964,0.1213,0.3086,0.3259,0.305,0.2899,1,0.0522,11,0
39,0.7563,0.11,40,0.7558,0.1047,2,0.3736,0.0575,3,0.4303,0.0718,2.4,6,0.8,6,0.8,2,1.2,2,1.2,316.794,14.38768647803743,0.0,0.1454,0.1385,0.1539,0.1669,0.9454,0.9448,0.3113,0.3586,38,0.1782,84,2
4,0.7009,0.1008,4,0.7007,0.1018,3,0.4916,0.0791,3,0.5101,0.0796,2.4,8,0.8,8,0.8,5,1.2,5,1.2,44.316,13.984475161887492,0.0,0.1438,0.1453,0.1609,0.156,0.8761,0.8759,0.4097,0.4251,1,0.1002,14,0
64,0.7612,0.1089,64,0.7622,0.1029,64,1.1511,0.1647,64,1.1498,0.1491,4.8,2,0.8,2,0.8,5,1.2,5,1.2,534.753,9.58844764743444,14.24581005586592,0.1431,0.135,0.1431,0.1297,0.9515,0.9528,0.9592,0.9582,0,0.1944,256,1
64,0.7645,0.085,64,0.7574,0.087,3,0.9061,0.1013,3,0.9089,0.1069,3.6,2,0.8,2,0.8,4,1.2,4,1.2,703.704,12.049071046713523,3.264925373134328,0.1112,0.1149,0.1118,0.1176,0.9556,0.9467,0.7551,0.7574,61,0.0733,134,2
64,0.7552,0.1222,64,0.7542,0.1133,2,0.6323,0.1148,2,0.5626,0.1004,4.8,8,0.8,8,0.8,3,1.2,3,1.2,823.834,8.07317800383038,40.08379888268156,0.1618,0.1502,0.1816,0.1785,0.944,0.9428,0.5269,0.4688,62,0.0824,132,1
2,0.4649,0.0586,2,0.4415,0.0715,64,1.1524,0.1479,64,1.1534,0.1496,3.6,1,0.8,1,0.8,6,1.2,6,1.2,472.595,11.329529500418149,7.307213930348258,0.126,0.1619,0.1283,0.1297,0.5811,0.5519,0.9603,0.9612,62,0.3499,132,1
40,0.7563,0.086,40,0.7649,0.0886,2,0.4003,0.0521,2,0.4112,0.0423,2.4,8,0.8,8,0.8,5,1.2,5,1.2,306.725,15.259240628137729,0.0,0.1137,0.1158,0.1302,0.1029,0.9454,0.9561,0.3336,0.3427,38,0.1775,84,2
2,0.1549,0.0434,2,0.1493,0.0422,64,1.1547,0.1519,64,1.1519,0.1518,3.6,1,0.8,1,0.8,6,1.2,6,1.2,472.001,10.539381835002295,22.01492537313433,0.2802,0.2827,0.1315,0.1318,0.1936,0.1866,0.9622,0.9599,62,0.5006,132,1
2,0.5954,0.0839,2,0.6081,0.0852,43,1.1523,0.1587,43,1.1535,0.1584,3.6,7,0.8,7,0.8,7,1.2,7,1.2,44.041,11.839013262100096,0.0,0.1409,0.1401,0.1377,0.1373,0.7442,0.7601,0.9603,0.9612,41,0.2756,90,2
2,0.6033,0.085,2,0.6016,0.0884,50,1.1509,0.1624,50,1.1446,0.1717,3.6,4,0.8,4,0.8,8,1.2,8,1.2,278.076,12.054438347734694,0.0,0.1409,0.1469,0.1411,0.15,0.7541,0.752,0.9591,0.9538,48,0.2727,104,2
64,0.7569,0.1009,64,0.7656,0.0866,2,0.6126,0.0835,2,0.5985,0.0771,3.6,6,0.8,6,0.8,1,1.2,1,1.2,783.22,10.830154769544214,18.28358208955224,0.1333,0.1131,0.1363,0.1288,0.9461,0.957,0.5105,0.4988,62,0.0781,132,1
64,0.7581,0.1101,64,0.7581,0.1094,2,0.5898,0.0958,2,0.6121,0.0974,3.6,8,0.8,8,0.8,5,1.2,5,1.2,740.559,10.989349092983684,20.58457711442786,0.1452,0.1443,0.1624,0.1591,0.9476,0.9476,0.4915,0.5101,62,0.079,132,1
3,0.6083,0.0725,2,0.6024,0.068,47,1.1552,0.1221,47,1.1605,0.1149,3.6,7,0.8,7,0.8,6,1.2,6,1.2,257.6,10.97907251865364,0.0,0.1192,0.1129,0.1057,0.099,0.7604,0.753,0.9627,0.9671,45,0.2763,99,2
2,0.4107,0.0569,2,0.3956,0.0551,3,0.8062,0.1004,4,0.8057,0.0898,2.4,3,0.8,3,0.8,4,1.2,4,1.2,27.728,12.828798740778248,0.0,0.1385,0.1393,0.1245,0.1115,0.5134,0.4945,0.6718,0.6714,2,0.2015,11,0
2,0.6054,0.0769,2,0.6018,0.079,64,1.1555,0.1388,64,1.1553,0.138,4.8,2,0.8,2,0.8,7,1.2,7,1.2,550.325,11.098132925422831,24.068901303538176,0.127,0.1313,0.1201,0.1194,0.7568,0.7522,0.9629,0.9628,62,0.2759,132,1
1,0.3094,0.0465,2,0.2954,0.048,4,0.8925,0.1035,4,0.9227,0.1059,2.4,2,0.8,2,0.8,7,1.2,7,1.2,34.162,12.831452224735015,0.0,0.1503,0.1625,0.116,0.1148,0.3868,0.3692,0.7438,0.7689,3,0.3028,11,0
2,0.1218,0.0458,2,0.0817,0.0402,5,0.5024,0.0654,5,0.5053,0.065,1.2,6,0.8,6,0.8,8,1.2,8,1.2,26.814,14.500441859678528,0.0,0.376,0.492,0.1302,0.1286,0.1522,0.1021,0.4187,0.4211,3,0.2016,14,0
64,0.7604,0.1085,64,0.7564,0.1108,45,1.1462,0.1757,45,1.1484,0.1715,4.8,6,0.8,6,0.8,8,1.2,8,1.2,740.558,9.51277703249965,15.386405959031658,0.1427,0.1465,0.1533,0.1493,0.9505,0.9455,0.9552,0.957,19,0.1945,218,1
1,0.1568,0.0355,1,0.1455,0.0444,64,1.1507,0.1593,64,1.1533,0.1549,3.6,1,0.8,1,0.8,4,1.2,4,1.2,31.605,11.156165839911196,23.662935323383085,0.2264,0.3052,0.1384,0.1343,0.196,0.1819,0.9589,0.9611,63,0.5004,130,2
64,0.7591,0.1102,64,0.7619,0.1003,64,1.1551,0.1376,64,1.1519,0.145,4.8,5,0.8,5,0.8,8,1.2,8,1.2,525.085,10.136530793736204,14.52513966480447,0.1452,0.1316,0.1191,0.1259,0.9489,0.9524,0.9626,0.9599,0,0.1965,256,1
4,0.6988,0.0933,4,0.7046,0.1028,2,0.4905,0.071,2,0.5138,0.0777,2.4,4,0.8,4,0.8,2,1.2,2,1.2,43.512,12.98753540961312,0.0,0.1335,0.1459,0.1448,0.1512,0.8735,0.8808,0.4088,0.4282,2,0.1001,12,0
64,0.7571,0.1032,64,0.7577,0.101,1,0.3107,0.0632,1,0.2947,0.0726,2.4,7,0.8,7,0.8,4,1.2,4,1.2,659.032,15.73604061155594,6.191806331471136,0.1363,0.1333,0.2034,0.2464,0.9464,0.9471,0.2589,0.2456,63,0.2274,130,1
64,0.7554,0.115,64,0.7517,0.1175,1,0.3192,0.0685,2,0.2806,0.0586,2.4,4,0.8,4,0.8,2,1.2,2,1.2,686.64,15.709234555999052,6.238361266294227,0.1522,0.1563,0.2146,0.2088,0.9442,0.9396,0.266,0.2338,63,0.2272,131,1
4,0.4555,0.061,4,0.4497,0.0693,2,0.145,0.0337,2,0.1557,0.0378,1.2,3,0.8,3,0.8,1,1.2,1,1.2,44.148,17.513205924487327,0.0,0.1339,0.1541,0.2324,0.2428,0.5694,0.5621,0.1208,0.1298,2,0.1512,12,0
2,0.6086,0.0768,2,0.6009,0.07,44,1.1573,0.1345,43,1.1582,0.1377,3.6,4,0.8,4,0.8,6,1.2,6,1.2,35.555,11.202884019025678,0.0,0.1262,0.1165,0.1162,0.1189,0.7608,0.7511,0.9644,0.9652,42,0.2765,91,2
37,0.7558,0.1113,38,0.7595,0.1089,64,1.1479,0.1674,64,1.1515,0.1656,4.8,2,0.8,2,0.8,5,1.2,5,1.2,557.053,9.592074283521908,15.689013035381748,0.1473,0.1434,0.1458,0.1438,0.9448,0.9494,0.9566,0.9596,27,0.196,203,1
4,0.6932,0.1023,4,0.7086,0.1038,3,0.4982,0.0725,3,0.5032,0.0826,2.4,5,0.8,5,0.8,4,1.2,4,1.2,45.15,13.072119842629869,0.0,0.1476,0.1465,0.1455,0.1641,0.8665,0.8858,0.4152,0.4193,1,0.1003,14,0
64,0.7612,0.106,64,0.7608,0.1067,64,1.1492,0.1636,64,1.1477,0.1545,4.8,5,0.8,5,0.8,8,1.2,8,1.2,536.789,8.73399798834609,14.175977653631286,0.1393,0.1402,0.1424,0.1346,0.9515,0.951,0.9577,0.9564,0,0.1937,256,1
3,0.6001,0.0777,3,0.6065,0.0775,3,0.6077,0.08,2,0.6021,0.0743,2.4,3,0.8,3,0.8,4,1.2,4,1.2,44.857,12.503855772496795,0.0,0.1295,0.1278,0.1316,0.1234,0.7501,0.7581,0.5064,0.5018,1,0.0031,11,0
64,0.7565,0.1161,64,0.7532,0.1088,1,0.2985,0.0694,1,0.3022,0.0612,2.4,6,0.8,6,0.8,5,1.2,5,1.2,672.114,15.154636396343882,6.098696461824953,0.1535,0.1445,0.2325,0.2025,0.9456,0.9415,0.2488,0.2518,63,0.2273,130,1
2,0.5945,0.0831,2,0.6084,0.0878,43,1.1527,0.1668,43,1.152,0.1697,3.6,4,0.8,4,0.8,2,1.2,2,1.2,38.472,11.239900308047558,0.0,0.1398,0.1443,0.1447,0.1473,0.7431,0.7605,0.9606,0.96,41,0.2755,90,2
2,0.5999,0.0813,3,0.604,0.095,42,1.1518,0.1669,42,1.1542,0.1599,3.6,1,0.8,1,0.8,2,1.2,2,1.2,36.631,12.02126983547535,0.0,0.1355,0.1573,0.1449,0.1385,0.7499,0.755,0.9598,0.9618,40,0.2755,89,2
2,0.5034,0.066,3,0.5062,0.0612,3,0.7004,0.0853,3,0.7125,0.0883,2.4,7,0.8,7,0.8,8,1.2,8,1.2,33.982,12.363936212267816,0.0,0.1311,0.1209,0.1218,0.1239,0.6292,0.6327,0.5837,0.5938,1,0.1009,11,0
40,0.7581,0.1076,40,0.7547,0.1085,2,0.3971,0.0663,2,0.4058,0.0678,2.4,3,0.8,3,0.8,2,1.2,2,1.2,310.754,15.108730116978426,0.0,0.1419,0.1438,0.167,0.1671,0.9476,0.9434,0.3309,0.3382,38,0.1775,84,2
64,0.7574,0.1163,64,0.7562,0.1104,2,0.6398,0.1165,2,0.5606,0.1101,4.8,8,0.8,8,0.8,2,1.2,2,1.2,676.416,11.03387304460958,40.06052141527002,0.1536,0.146,0.1821,0.1964,0.9467,0.9452,0.5332,0.4672,62,0.0832,132,1
4,0.7011,0.0999,4,0.7019,0.1048,3,0.4952,0.0836,3,0.5069,0.0777,2.4,8,0.8,8,0.8,3,1.2,3,1.2,45.674,13.424514334640351,0.0,0.1425,0.1493,0.1688,0.1533,0.8764,0.8774,0.4127,0.4224,1,0.1003,14,0
2,0.6032,0.0897,2,0.5965,0.1009,42,1.2335,0.4061,43,1.2339,0.4098,3.6,5,0.8,5,0.8,6,1.2,6,1.2,45.255,11.709886699913444,0.0,0.1487,0.1692,0.3292,0.3321,0.754,0.7456,1.0279,1.0283,41,0.3169,89,2
64,0.7622,0.1031,64,0.7611,0.1078,3,0.8981,0.1129,3,0.9101,0.126,3.6,6,0.8,6,0.8,6,1.2,6,1.2,36.717,11.831179383795492,3.04726368159204,0.1353,0.1416,0.1257,0.1384,0.9528,0.9514,0.7484,0.7584,61,0.0714,134,2
64,0.7559,0.1128,64,0.7545,0.1086,3,1.0012,0.147,3,0.9987,0.1487,4.8,8,0.8,8,0.8,8,1.2,8,1.2,853.534,9.401576680192615,23.696461824953445,0.1492,0.1439,0.1468,0.1489,0.9449,0.9431,0.8343,0.8322,61,0.1224,134,1
2,0.4099,0.0558,2,0.3997,0.0516,4,0.8077,0.0755,3,0.8103,0.0918,2.4,4,0.8,4,0.8,6,1.2,6,1.2,33.528,12.210571599641652,0.0,0.1361,0.1291,0.0935,0.1133,0.5124,0.4996,0.6731,0.6752,2,0.2021,11,0
2,0.2496,0.041,2,0.2543,0.0445,3,0.3584,0.0589,2,0.3462,0.0547,1.2,5,0.8,5,0.8,4,1.2,4,1.2,27.532,11.632584892021626,0.0,0.1643,0.175,0.1643,0.158,0.312,0.3179,0.2987,0.2885,1,0.0504,9,0
4,0.703,0.1,3,0.7015,0.0961,3,0.5066,0.076,2,0.5002,0.0705,2.4,2,0.8,2,0.8,1,1.2,1,1.2,46.821,13.8457567778237,0.0,0.1422,0.137,0.15,0.1409,0.8788,0.8769,0.4222,0.4168,2,0.0995,12,0
1,0.1217,0.0316,2,0.0825,0.0268,4,0.5079,0.063,4,0.5005,0.0677,1.2,5,0.8,5,0.8,5,1.2,5,1.2,15.897,13.712944558280434,0.0,0.2597,0.3248,0.124,0.1353,0.1521,0.1031,0.4232,0.4171,3,0.2015,11,0
3,0.3028,0.0419,3,0.3034,0.0498,2,0.3039,0.0488,2,0.3016,0.0456,1.2,2,0.8,2,0.8,4,1.2,4,1.2,25.452,12.445900900551411,0.0,0.1384,0.1641,0.1606,0.1512,0.3785,0.3792,0.2533,0.2513,1,0.0009,10,0
2,0.6006,0.0829,2,0.6057,0.0904,64,1.1525,0.1553,64,1.1507,0.1491,4.8,2,0.8,2,0.8,8,1.2,8,1.2,51.423,17.26505680118847,23.88268156424581,0.138,0.1492,0.1348,0.1296,0.7508,0.7571,0.9604,0.9589,62,0.2742,132,2
64,0.7492,0.1212,64,0.9867,0.8346,64,1.4988,1.267,64,1.4992,1.2659,4.8,8,0.8,8,0.8,7,1.2,7,1.2,705.439,9.158845597513215,14.478584729981378,0.1618,0.8458,0.8453,0.8444,0.9365,1.2334,1.249,1.2493,0,0.3265,256,1
1,0.3989,0.071,1,0.4064,0.0736,64,1.1572,0.1442,64,1.1573,0.1489,4.8,1,0.8,1,0.8,5,1.2,5,1.2,35.154,9.860121338691746,32.146182495344505,0.178,0.1811,0.1246,0.1287,0.4986,0.508,0.9643,0.9644,63,0.3773,130,2
64,0.7538,0.1136,64,0.7557,0.1128,1,0.0925,0.0348,1,0.1075,0.0368,2.4,5,0.8,5,0.8,1,1.2,1,1.2,775.616,16.046360537426047,22.532588454376164,0.1507,0.1493,0.3762,0.3423,0.9422,0.9446,0.0771,0.0896,63,0.3274,130,1
3,0.1645,0.0364,2,0.139,0.0336,4,0.4552,0.0631,4,0.45,0.0716,1.2,1,0.8,1,0.8,5,1.2,5,1.2,15.012,12.884666319644383,0.0,0.2213,0.2417,0.1386,0.1591,0.2056,0.1738,0.3793,0.375,2,0.1507,13,0
64,0.7569,0.1111,64,0.7573,0.111,1,0.301,0.0602,1,0.3108,0.0888,3.6,8,0.8,8,0.8,3,1.2,3,1.2,806.366,12.206897985324128,33.08457711442786,0.1468,0.1466,0.2,0.2857,0.9461,0.9466,0.2508,0.259,63,0.2256,130,1
3,0.503,0.0712,3,0.5012,0.0802,3,0.7186,0.0943,3,0.6882,0.1012,2.4,4,0.8,4,0.8,7,1.2,7,1.2,34.315,11.653598581096464,0.0,0.1416,0.16,0.1312,0.1471,0.6287,0.6265,0.5988,0.5735,0,0.1012,12,0
64,0.7552,0.1121,64,0.7583,0.1112,1,0.4005,0.0904,1,0.3987,0.0741,4.8,7,0.8,7,0.8,2,1.2,2,1.2,819.039,7.398046209157696,48.463687150837984,0.1484,0.1466,0.2257,0.1859,0.944,0.9479,0.3338,0.3322,63,0.1786,130,1
