Timestamp,Total_Load_Mbps_Config,Flows,Time_Since_Traffic_Start_s,Time_Since_Last_Rehash_s,Is_Rehash_Event,src1_port2_qdepth,src1_port2_max_q_delay_us,src1_port2_acc_q_delay_us,src1_port2_mbps,src1_port2_congestion_drop_rate_percent,Weight_Port2,src1_port3_qdepth,src1_port3_max_q_delay_us,src1_port3_acc_q_delay_us,src1_port3_mbps,src1_port3_congestion_drop_rate_percent,Weight_Port3,src1_port4_qdepth,src1_port4_max_q_delay_us,src1_port4_acc_q_delay_us,src1_port4_mbps,src1_port4_congestion_drop_rate_percent,Weight_Port4,src1_port5_qdepth,src1_port5_max_q_delay_us,src1_port5_acc_q_delay_us,src1_port5_mbps,src1_port5_congestion_drop_rate_percent,Weight_Port5,src1_port6_qdepth,src1_port6_max_q_delay_us,src1_port6_acc_q_delay_us,src1_port6_mbps,src1_port6_congestion_drop_rate_percent,Weight_Port6,src1_port7_qdepth,src1_port7_max_q_delay_us,src1_port7_acc_q_delay_us,src1_port7_mbps,src1_port7_congestion_drop_rate_percent,Weight_Port7,src1_port8_qdepth,src1_port8_max_q_delay_us,src1_port8_acc_q_delay_us,src1_port8_mbps,src1_port8_congestion_drop_rate_percent,Weight_Port8,src1_port9_qdepth,src1_port9_max_q_delay_us,src1_port9_acc_q_delay_us,src1_port9_mbps,src1_port9_congestion_drop_rate_percent,Weight_Port9,Label_Max_Path_Delay_ms,Label_Total_Drop_Rate_Percent
2026-05-21 03:33:51.355679,1.3,10,21.87,21.79,0,2,15576.78,17932.65,0.21,0.0,0.1071,1,10117.72,12578.69,0.163,0.0,0.1071,1,14613.21,16142.22,0.163,5.63,0.1071,1,11771.45,13332.66,0.152,0.0,0.1071,1,8743.88,11999.45,0.233,0.0,0.1429,1,11153.42,11308.06,0.187,0.0,0.1429,1,9373.99,11216.04,0.082,0.0,0.1429,1,9337.11,10559.21,0.198,0.0,0.1429,17.932654493418596,0.7
2026-05-21 03:33:52.385574,1.3,10,22.89,22.82,0,1,11583.43,12573.0,0.117,0.0,0.1071,1,12564.42,15417.41,0.198,0.0,0.1071,1,18858.56,19331.27,0.152,0.0,0.1071,1,13302.03,14748.3,0.233,3.71,0.1071,1,9688.96,12410.74,0.187,0.0,0.1429,1,10003.73,10444.92,0.175,0.0,0.1429,1,9339.0,9902.11,0.163,0.0,0.1429,1,8371.73,9254.26,0.175,0.0,0.1429,19.331266348078582,0.65
2026-05-21 03:33:53.428934,1.3,10,23.94,23.86,0,1,12458.83,12784.4,0.128,0.0,0.1071,1,16916.72,28220.12,0.21,0.0,0.1071,1,15367.27,20651.28,0.222,0.0,0.1071,1,11146.71,15189.09,0.152,0.0,0.1071,1,13024.49,18910.42,0.21,0.0,0.1429,1,9597.22,12038.88,0.14,0.0,0.1429,1,8375.8,11232.73,0.187,0.0,0.1429,1,8556.72,11868.58,0.163,0.0,0.1429,28.220121894865624,0.0
2026-05-21 03:33:54.472816,1.3,10,24.98,24.9,0,2,14047.25,17233.32,0.163,0.0,0.1071,1,14771.42,19766.14,0.174,0.0,0.1071,1,17791.18,20270.28,0.186,0.0,0.1071,1,15456.81,16682.83,0.174,0.0,0.1071,1,11131.35,13623.73,0.139,0.0,0.1429,1,8941.87,12489.76,0.209,0.0,0.1429,1,14689.94,15570.82,0.186,0.0,0.1429,2,11063.62,12087.27,0.163,0.0,0.1429,20.270283971327075,0.0
2026-05-21 03:33:55.515746,1.3,10,26.03,25.95,0,1,14114.97,15823.3,0.187,0.0,0.1071,1,14652.83,21183.54,0.163,0.0,0.1071,2,15511.85,16914.29,0.152,0.0,0.1071,1,15156.64,16155.15,0.198,0.0,0.1071,1,11334.1,12094.42,0.163,0.0,0.1429,1,11095.86,12902.23,0.14,0.0,0.1429,1,9677.28,10609.35,0.152,0.0,0.1429,1,11073.68,13009.68,0.245,0.0,0.1429,21.183540970537905,0.0
2026-05-21 03:33:56.549390,1.3,10,27.06,26.98,0,1,15670.39,16254.29,0.128,0.0,0.1071,2,14942.05,20346.66,0.209,0.0,0.1071,2,21285.56,22469.29,0.197,0.0,0.1071,1,14652.19,16394.44,0.163,0.0,0.1071,1,9908.13,13177.03,0.163,0.0,0.1429,2,9331.26,12119.47,0.186,0.0,0.1429,1,12569.48,12860.3,0.209,0.0,0.1429,1,10492.91,12385.5,0.139,0.0,0.1429,22.469285557419436,0.0
2026-05-21 03:33:57.595381,1.3,10,28.11,28.03,0,1,16534.62,20112.49,0.221,0.0,0.1071,2,17109.21,18743.9,0.175,0.0,0.1071,1,11617.47,15505.49,0.175,0.0,0.1071,2,19244.06,20925.93,0.128,0.0,0.1071,1,9871.64,11877.11,0.175,0.0,0.1429,1,10864.08,11907.74,0.14,6.67,0.1429,1,10506.95,16874.59,0.175,0.0,0.1429,2,14072.77,14653.15,0.233,0.0,0.1429,20.925933327010704,0.7
2026-05-21 03:33:58.653067,1.3,10,29.16,29.08,0,1,15216.79,16446.25,0.152,0.0,0.1071,1,15881.26,18998.77,0.163,0.0,0.1071,2,14646.04,17715.75,0.187,0.0,0.1071,1,16211.62,17269.18,0.21,0.0,0.1071,1,9689.89,10915.23,0.163,0.0,0.1429,1,9916.22,11345.82,0.198,0.0,0.1429,1,9246.98,12431.28,0.198,4.51,0.1429,1,9672.03,10675.65,0.14,6.67,0.1429,18.998769606204522,1.35
2026-05-21 03:33:59.695611,1.3,10,30.2,30.12,0,1,15550.84,16747.77,0.175,0.0,0.1071,1,10976.88,12268.43,0.163,0.0,0.1071,1,9879.71,12386.12,0.175,5.21,0.1071,1,15558.79,17383.15,0.21,0.0,0.1071,2,15521.67,18169.87,0.175,0.0,0.1429,2,8608.47,13067.95,0.187,0.0,0.1429,1,11456.2,12619.38,0.222,0.0,0.1429,1,9099.41,11138.59,0.152,0.0,0.1429,18.16986968482199,0.68
2026-05-21 03:34:00.927696,1.3,10,31.44,1.0,1,2,25154.95,27259.13,0.326,0.0,0.1923,2,22430.36,29796.13,0.373,0.0,0.1923,2,21394.21,22158.04,0.349,0.0,0.1923,2,24847.94,25589.85,0.349,0.0,0.1923,1,7005.7,7841.46,0.047,0.0,0.0577,1,8050.24,10517.18,0.116,0.0,0.0577,1,5440.96,6898.01,0.035,0.0,0.0577,1,5459.82,7564.68,0.058,0.0,0.0577,29.796129264558406,0.0
2026-05-21 03:34:01.957993,1.3,10,32.47,2.03,0,3,29798.79,31959.54,0.361,0.0,0.1923,2,23864.41,27246.64,0.279,0.0,0.1923,2,27009.46,27249.11,0.268,3.1,0.1923,2,28318.58,28555.85,0.337,0.0,0.1923,1,2986.51,3263.14,0.012,0.0,0.0577,1,2842.07,3619.26,0.012,0.0,0.0577,1,3331.19,4713.3,0.047,0.0,0.0577,1,2547.25,3203.9,0.07,0.0,0.0577,31.95953964171212,0.62
2026-05-21 03:34:02.990682,1.3,10,33.5,3.06,0,2,28630.64,29292.16,0.326,0.0,0.1923,2,23743.02,26075.79,0.291,0.0,0.1923,2,28502.94,32776.23,0.315,0.0,0.1923,2,31270.77,31383.96,0.338,0.0,0.1923,1,3450.95,3559.14,0.035,0.0,0.0577,1,3022.62,3287.98,0.058,0.0,0.0577,1,2115.86,2984.79,0.035,0.0,0.0577,1,792.87,1015.07,0.012,0.0,0.0577,32.77623334017136,0.0
2026-05-21 03:34:04.038965,1.3,10,34.54,4.1,0,2,30825.39,31050.45,0.373,0.0,0.1923,2,17205.71,20105.64,0.256,0.0,0.1923,2,21711.58,26098.07,0.268,0.0,0.1923,2,27020.53,28861.19,0.361,0.0,0.1923,1,1288.69,1334.44,0.023,0.0,0.0577,1,1254.69,1365.79,0.023,0.0,0.0577,1,2016.56,2289.14,0.023,0.0,0.0577,1,3557.96,4632.62,0.07,0.0,0.0577,31.050448567754092,0.0
2026-05-21 03:34:05.082057,1.3,10,35.59,5.15,0,2,20328.62,25255.53,0.338,0.0,0.1923,2,22137.41,27556.69,0.292,0.0,0.1923,2,28012.57,29340.42,0.35,0.0,0.1923,2,20830.76,25863.66,0.28,0.0,0.1923,1,2142.91,2183.23,0.012,0.0,0.0577,1,1240.21,1286.84,0.023,0.0,0.0577,1,3717.87,3824.84,0.058,0.0,0.0577,1,8959.89,9359.29,0.047,0.0,0.0577,29.340421000615425,0.0
2026-05-21 03:34:06.115975,1.3,10,36.63,6.19,0,2,24106.09,29799.56,0.302,0.0,0.1923,2,23826.22,27468.01,0.313,0.0,0.1923,2,23978.07,26134.83,0.278,0.0,0.1923,2,24447.83,28344.0,0.359,0.0,0.1923,1,760.47,790.07,0.035,0.0,0.0577,1,407.76,435.05,0.023,0.0,0.0577,1,2849.96,2896.05,0.058,0.0,0.0577,1,2724.37,2858.89,0.023,0.0,0.0577,29.79956037109787,0.0
2026-05-21 03:34:07.218267,1.3,10,37.66,7.22,0,2,22571.63,28348.77,0.326,0.0,0.1923,2,27249.07,30361.8,0.373,0.0,0.1923,2,21221.42,28602.45,0.338,0.0,0.1923,2,26067.05,31219.6,0.326,0.0,0.1923,1,1208.14,1247.12,0.035,0.0,0.0577,1,2442.83,2463.62,0.035,0.0,0.0577,1,12216.69,12244.52,0.058,0.0,0.0577,1,3580.91,3635.97,0.023,0.0,0.0577,31.219599044879672,0.0
2026-05-21 03:34:08.254372,1.3,10,38.77,8.33,0,2,25512.59,30397.83,0.291,0.0,0.1923,2,26029.62,28467.74,0.35,0.0,0.1923,2,21920.43,26129.03,0.291,0.0,0.1923,2,27736.51,34125.58,0.326,0.0,0.1923,1,392.54,425.24,0.023,0.0,0.0577,1,1313.85,1714.88,0.047,0.0,0.0577,1,5597.01,5631.25,0.047,0.0,0.0577,1,3102.87,3133.39,0.023,0.0,0.0577,34.1255797134639,0.0
2026-05-21 03:34:09.291945,1.3,10,39.8,9.36,0,2,23277.78,31025.85,0.303,0.0,0.1923,3,22380.79,34742.72,0.303,0.0,0.1923,2,25066.63,26355.11,0.291,0.0,0.1923,2,24927.75,27456.97,0.361,0.0,0.1923,1,6762.86,7249.37,0.047,0.0,0.0577,1,4015.25,4149.57,0.047,0.0,0.0577,1,2439.3,2462.88,0.035,0.0,0.0577,1,971.46,995.32,0.012,0.0,0.0577,34.742722199101046,0.0
2026-05-21 03:34:10.345082,1.3,10,40.85,10.41,0,2,25673.33,28959.55,0.326,0.0,0.1923,2,26020.94,38582.42,0.326,0.0,0.1923,2,26033.59,34626.23,0.268,0.0,0.1923,2,20363.93,26320.89,0.338,0.0,0.1923,1,3824.36,4860.71,0.023,0.0,0.0577,1,2995.18,3062.77,0.047,0.0,0.0577,1,4184.89,4203.86,0.047,0.0,0.0577,1,1578.74,1609.0,0.023,0.0,0.0577,38.58241665973031,0.0
2026-05-21 03:34:11.393114,1.3,10,41.9,11.47,0,2,27060.5,28068.77,0.361,0.0,0.1923,1,19587.28,26381.12,0.267,0.0,0.1923,2,19742.28,24368.97,0.279,2.93,0.1923,2,22750.28,27710.47,0.372,0.0,0.1923,1,7814.81,8151.61,0.035,0.0,0.0577,1,4232.65,4278.13,0.047,0.0,0.0577,1,2641.47,3647.46,0.035,0.0,0.0577,1,1088.92,1119.0,0.035,0.0,0.0577,28.068766421701767,0.59
2026-05-21 03:34:12.441780,1.3,10,42.95,12.51,0,2,27489.25,27803.63,0.303,0.0,0.1923,2,27238.78,30130.94,0.338,2.26,0.1923,2,22393.68,26099.39,0.327,0.0,0.1923,2,20211.18,22723.34,0.292,2.78,0.1923,1,4947.04,5062.78,0.035,0.0,0.0577,1,4221.7,5275.54,0.07,0.0,0.0577,1,4467.44,4781.84,0.023,0.0,0.0577,1,2452.58,2487.5,0.012,0.0,0.0577,30.13093749937573,1.15
2026-05-21 03:34:13.494069,1.3,10,44.0,13.56,0,2,25706.17,26651.69,0.302,0.0,0.1923,2,24370.34,30496.38,0.349,0.0,0.1923,2,22232.9,23369.12,0.337,0.0,0.1923,2,26213.56,28643.0,0.325,0.0,0.1923,1,1552.71,1602.14,0.046,0.0,0.0577,1,3192.91,3523.06,0.023,0.0,0.0577,1,2754.93,2908.75,0.058,0.0,0.0577,1,2443.07,2487.85,0.012,0.0,0.0577,30.496381249812718,0.0
